Filename                           DATE      TIME       TimeSec  S  Irr    ChiSq      Fo        Fm        Fv    Fv/Fm   Fv/Fo    Sig      p       fmPQ   S   Alp1QA    Tau1QA  Alp2QA    Tau2QA  Alp3QA    Tau3QA  Alp4QA    Tau4QA  Alp1PQ   Tau1PQ  Alp2PQ    Tau2PQ  Alp3PQ    Tau3PQ 
7-29_RR2_01a                    07/30/2023  14:09:17  1693404557 |    0   15.1604    19.429    33.131    13.702  0.4136  0.7052  687.39  0.1609    40.896 |   0.5840       352  0.3830      2159  0.0330    100000  0.0000         0  0.8532      5514  0.1468    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:12:09  1693404729 |    0   13.4965    18.961    32.785    13.824  0.4217  0.7291  690.99  0.0029    40.473 |   0.5870       383  0.3800      2031  0.0330    100000  0.0000         0  0.8551      5108  0.1449    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:14:56  1693404896 |    0   15.0105    19.251    32.824    13.573  0.4135  0.7050  678.14  0.0579    40.609 |   0.6420       526  0.3270      2377  0.0310    100000  0.0000         0  0.8556      5387  0.1444    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:17:43  1693405063 |    0   11.1262    19.033    32.562    13.529  0.4155  0.7108  673.06  0.0000    40.022 |   0.4970       376  0.4720      1860  0.0310    100000  0.0000         0  0.8592      5229  0.1408    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:20:30  1693405230 |    0   12.3029    19.231    32.301    13.070  0.4046  0.6796  714.91  0.1649    39.766 |   0.6880       519  0.2790      2588  0.0330    100000  0.0000         0  0.8422      5294  0.1578    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:23:18  1693405398 |    0   14.5924    19.531    33.201    13.670  0.4117  0.6999  676.21  0.1114    40.440 |   0.5390       413  0.4260      1965  0.0350    100000  0.0000         0  0.8419      5392  0.1581    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:26:05  1693405565 |    0   13.5944    19.501    33.155    13.654  0.4118  0.7002  664.85  0.0000    40.507 |   0.6170       504  0.3530      2177  0.0300    100000  0.0000         0  0.8535      5118  0.1465    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:28:52  1693405732 |    0   12.3136    19.799    33.185    13.386  0.4034  0.6761  683.88  0.1109    40.325 |   0.5890       543  0.3830      2216  0.0280    100000  0.0000         0  0.8535      5083  0.1465    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:31:39  1693405899 |    0   13.4355    21.581    35.055    13.473  0.3844  0.6243  643.05  0.0740    42.133 |   0.4750       330  0.4880      1745  0.0370    100000  0.0000         0  0.8386      5429  0.1614    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:34:26  1693406066 |    0   13.4369    25.845    38.959    13.114  0.3366  0.5074  608.05  0.0000    45.927 |   0.5000       394  0.4590      1738  0.0410    100000  0.0000         0  0.8376      5123  0.1624    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:37:13  1693406233 |    0   13.6673    26.241    39.397    13.156  0.3339  0.5014  657.16  0.0930    46.441 |   0.6010       498  0.3610      2074  0.0380    100000  0.0000         0  0.8284      5129  0.1716    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:40:00  1693406400 |    0   14.7216    26.519    40.385    13.866  0.3434  0.5229  630.42  0.0000    47.003 |   0.5170       368  0.4430      1931  0.0400    100000  0.0000         0  0.8352      4869  0.1648    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:42:48  1693406568 |    0   11.1496    26.761    40.348    13.587  0.3367  0.5077  614.53  0.0000    47.178 |   0.4760       358  0.4830      1765  0.0410    100000  0.0000         0  0.8236      5012  0.1764    100000  0.0000         0
7-29_RR2_01a                    07/30/2023  14:45:35  1693406735 |    0   13.1049    27.434    40.801    13.367  0.3276  0.4872  669.78  0.1387    47.941 |   0.6360       656  0.3210      2489  0.0430    100000  0.0000         0  0.8187      4938  0.1813    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:11:45  1693408305 |    0   11.7455    21.134    32.305    11.171  0.3458  0.5286  630.58  0.0977    36.428 |   0.5410       424  0.4070      2151  0.0520    100000  0.0000         0  0.8200      4760  0.1800    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:14:32  1693408472 |    0    8.9577    21.500    32.525    11.025  0.3390  0.5128  671.79  0.1562    36.868 |   0.7080       715  0.2440      3106  0.0480    100000  0.0000         0  0.8340      4348  0.1660    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:17:18  1693408638 |    0   10.2725    21.242    31.886    10.644  0.3338  0.5011  675.29  0.0769    35.969 |   0.5600       629  0.3860      2176  0.0540    100000  0.0000         0  0.8452      4319  0.1548    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:20:05  1693408805 |    0    9.3774    21.693    32.441    10.748  0.3313  0.4955  645.94  0.0623    36.254 |   0.5830       529  0.3670      2332  0.0500    100000  0.0000         0  0.8256      4058  0.1744    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:22:51  1693408971 |    0    8.0144    21.955    32.634    10.680  0.3273  0.4864  704.60  0.1952    36.511 |   0.5900       694  0.3450      2125  0.0650    100000  0.0000         0  0.8223      4264  0.1777    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:25:38  1693409138 |    0    7.6068    22.171    32.842    10.671  0.3249  0.4813  631.46  0.0213    36.408 |   0.4730       628  0.4630      1818  0.0640    100000  0.0000         0  0.8297      3883  0.1703    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:28:25  1693409305 |    0    7.7543    22.862    33.431    10.568  0.3161  0.4622  677.65  0.2121    37.186 |   0.6160       850  0.3140      2426  0.0700    100000  0.0000         0  0.8119      3878  0.1881    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:31:11  1693409471 |    0    8.2506    23.334    33.648    10.315  0.3065  0.4421  712.14  0.3235    37.364 |   0.4190       512  0.5100      1894  0.0710    100000  0.0000         0  0.8219      4105  0.1781    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:33:58  1693409638 |    0    9.1579    22.985    33.653    10.669  0.3170  0.4642  650.29  0.1242    36.848 |   0.6480       550  0.2900      2813  0.0620    100000  0.0000         0  0.8199      4077  0.1801    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:36:43  1693409803 |    0   13.6090    22.856    33.493    10.637  0.3176  0.4654  582.94  0.0000    36.705 |   0.4750       306  0.4580      1911  0.0670    100000  0.0000         0  0.8077      3820  0.1923    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:39:29  1693409969 |    0    9.4087    22.793    33.074    10.281  0.3109  0.4511  648.96  0.0077    36.110 |   0.5880       674  0.3440      2383  0.0680    100000  0.0000         0  0.8272      3781  0.1728    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:42:16  1693410136 |    0    7.0126    22.597    32.117     9.521  0.2964  0.4213  601.95  0.0000    35.267 |   0.4410       433  0.4950      1878  0.0640    100000  0.0000         0  0.8261      3569  0.1739    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:45:02  1693410302 |    0    8.3255    22.683    32.801    10.118  0.3085  0.4461  628.79  0.0523    35.569 |   0.5470       646  0.3820      2175  0.0710    100000  0.0000         0  0.8289      3845  0.1711    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:47:48  1693410468 |    0   10.5390    22.723    32.061     9.338  0.2913  0.4110  559.27  0.0690    34.806 |   0.4160       225  0.5140      1644  0.0700    100000  0.0000         0  0.8001      3772  0.1999    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:50:40  1693410640 |    0    7.3397    22.921    31.878     8.957  0.2810  0.3908  714.53  0.2466    34.930 |   0.6640       747  0.2600      2969  0.0760    100000  0.0000         0  0.8147      3895  0.1853    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:53:26  1693410806 |    0    6.5761    22.657    31.073     8.416  0.2708  0.3714  657.93  0.1634    33.796 |   0.5590       651  0.3680      2410  0.0730    100000  0.0000         0  0.8096      4011  0.1904    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:56:13  1693410973 |    0    6.9626    22.703    31.143     8.440  0.2710  0.3717  582.22  0.0000    33.593 |   0.4400       604  0.4810      1929  0.0790    100000  0.0000         0  0.8223      4155  0.1777    100000  0.0000         0
7-30_RR2_02                     07/30/2023  15:58:59  1693411139 |    0    5.9588    22.994    30.831     7.836  0.2542  0.3408  673.74  0.2408    33.523 |   0.7320       861  0.2030      3869  0.0650    100000  0.0000         0  0.8232      3795  0.1768    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:01:45  1693411305 |    0    6.5292    22.896    31.147     8.251  0.2649  0.3604  733.32  0.2586    33.688 |   0.4720       823  0.4420      1980  0.0860    100000  0.0000         0  0.8175      3814  0.1825    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:04:32  1693411472 |    0    7.0451    22.825    30.928     8.104  0.2620  0.3550  621.71  0.0000    33.462 |   0.6770       728  0.2380      2954  0.0850    100000  0.0000         0  0.8104      3675  0.1896    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:07:17  1693411637 |    0    5.2061    23.200    30.793     7.593  0.2466  0.3273  674.94  0.2766    33.344 |   0.5780       729  0.3370      2187  0.0850    100000  0.0000         0  0.8030      3770  0.1970    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:10:04  1693411804 |    0    6.5081    23.176    30.604     7.428  0.2427  0.3205  643.95  0.2985    32.706 |   0.3540       226  0.5730      1627  0.0730    100000  0.0000         0  0.7983      3926  0.2017    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:12:50  1693411970 |    0    6.5972    23.276    30.927     7.651  0.2474  0.3287  619.73  0.0000    33.215 |   0.4330       754  0.4750      1654  0.0920    100000  0.0000         0  0.8201      3552  0.1799    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:15:37  1693412137 |    0    4.4313    23.839    31.272     7.433  0.2377  0.3118  701.45  0.2490    33.519 |   0.4370       878  0.4720      1919  0.0910    100000  0.0000         0  0.8001      3520  0.1999    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:18:23  1693412303 |    0    6.6064    24.116    31.832     7.716  0.2424  0.3199  612.00  0.1220    33.986 |   0.3870       288  0.5360      1692  0.0770    100000  0.0000         0  0.8092      3321  0.1908    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:21:09  1693412469 |    0    7.8542    24.465    32.268     7.803  0.2418  0.3189  666.09  0.1727    34.531 |   0.7620      1049  0.1450      3883  0.0930    100000  0.0000         0  0.8097      3458  0.1903    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:23:55  1693412635 |    0    4.6145    24.911    32.686     7.775  0.2379  0.3121  612.98  0.0971    35.229 |   0.5540       715  0.3730      2350  0.0730    100000  0.0000         0  0.8236      3444  0.1764    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:26:41  1693412801 |    0    4.5837    25.530    33.346     7.815  0.2344  0.3061  649.98  0.2066    35.777 |   0.8210      1036  0.0980      6322  0.0810    100000  0.0000         0  0.8089      3631  0.1911    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:29:28  1693412968 |    0    4.4557    25.666    33.661     7.995  0.2375  0.3115  652.94  0.2226    36.098 |   0.3710       547  0.5380      1859  0.0910    100000  0.0000         0  0.7948      3768  0.2052    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:32:14  1693413134 |    0    5.1926    26.015    33.257     7.242  0.2177  0.2784  629.26  0.2748    35.497 |   0.6420      1105  0.2690      2892  0.0890    100000  0.0000         0  0.8038      3717  0.1962    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:35:00  1693413300 |    0    7.9753    25.686    33.179     7.493  0.2258  0.2917  588.31  0.0921    35.144 |   0.4750       534  0.4330      2304  0.0930    100000  0.0000         0  0.8040      3431  0.1960    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:37:46  1693413466 |    0    4.4557    25.849    33.298     7.449  0.2237  0.2882  581.50  0.0651    35.313 |   0.4330       784  0.4770      1972  0.0900    100000  0.0000         0  0.8140      3687  0.1860    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:40:32  1693413632 |    0    3.8486    26.014    33.064     7.051  0.2132  0.2710  652.76  0.3322    35.113 |   0.5360       707  0.3670      2301  0.0970    100000  0.0000         0  0.7948      3505  0.2052    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:43:18  1693413798 |    0    5.0561    25.642    32.678     7.036  0.2153  0.2744  602.99  0.1980    34.855 |   0.4340       805  0.4660      2224  0.1000    100000  0.0000         0  0.8067      3509  0.1933    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:46:05  1693413965 |    0    6.6469    25.935    32.847     6.913  0.2104  0.2665  622.13  0.2535    34.966 |   0.2960       418  0.6170      1720  0.0870    100000  0.0000         0  0.7878      3826  0.2122    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:48:51  1693414131 |    0    5.5580    26.394    33.587     7.194  0.2142  0.2726  547.58  0.0467    35.816 |   0.5450       747  0.3620      2261  0.0930    100000  0.0000         0  0.8038      3582  0.1962    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:51:37  1693414297 |    0    4.9800    26.502    33.824     7.322  0.2165  0.2763  545.42  0.0499    35.865 |   0.4430       752  0.4600      1624  0.0960    100000  0.0000         0  0.8094      3201  0.1906    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:54:23  1693414463 |    0    4.4169    26.281    32.730     6.448  0.1970  0.2454  600.27  0.2709    34.768 |   0.3250       457  0.5760      2017  0.0990    100000  0.0000         0  0.7961      3784  0.2039    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:57:09  1693414629 |    0    3.9915    26.741    33.043     6.302  0.1907  0.2357  644.01  0.3408    35.280 |   0.7430       966  0.1530      4354  0.1040    100000  0.0000         0  0.7808      3413  0.2192    100000  0.0000         0
7-30_RR2_02                     07/30/2023  16:59:55  1693414795 |    0    5.8019    26.595    33.056     6.461  0.1955  0.2430  617.65  0.2063    35.156 |   0.4140       906  0.4800      1987  0.1060    100000  0.0000         0  0.7841      3637  0.2159    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:02:41  1693414961 |    0    3.7908    27.049    32.872     5.824  0.1772  0.2153  553.07  0.2526    34.999 |   0.5950       925  0.3140      2740  0.0910    100000  0.0000         0  0.7823      4151  0.2177    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:05:28  1693415128 |    0    4.6416    26.693    32.180     5.486  0.1705  0.2055  587.74  0.2948    34.062 |   0.6670      1180  0.2470      3435  0.0860    100000  0.0000         0  0.7830      3591  0.2170    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:08:14  1693415294 |    0    5.0456    26.880    32.131     5.251  0.1634  0.1953  749.77  0.5060    33.811 |   0.3350        20  0.5570      1718  0.1080    100000  0.0000         0  0.7942      3061  0.2058    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:11:00  1693415460 |    0    3.5448    26.646    31.744     5.098  0.1606  0.1913  606.75  0.3209    33.408 |   0.2580       950  0.6100      1797  0.1320    100000  0.0000         0  0.7687      3446  0.2313    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:13:52  1693415632 |    0    3.9823    26.422    31.103     4.681  0.1505  0.1772  461.99  0.0755    32.736 |   0.4610       514  0.4310      2630  0.1080    100000  0.0000         0  0.7729      3220  0.2271    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:16:38  1693415798 |    0    4.8290    26.452    30.678     4.226  0.1378  0.1598  600.59  0.4579    32.336 |   0.4330      1375  0.4190      1819  0.1480    100000  0.0000         0  0.7381      3618  0.2619    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:19:24  1693415964 |    0    4.2571    26.456    30.913     4.457  0.1442  0.1685  542.63  0.1094    32.712 |   0.7240      1478  0.1360      1921  0.1400    100000  0.0000         0  0.7728      3700  0.2272    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:22:11  1693416131 |    0    4.7227    26.770    30.952     4.182  0.1351  0.1562  593.32  0.3699    32.684 |   0.3980      1100  0.4510      1721  0.1510    100000  0.0000         0  0.7579      3787  0.2421    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:24:57  1693416297 |    0    3.1738    27.188    31.289     4.101  0.1311  0.1508  571.85  0.2562    33.057 |   0.4130       983  0.4550      1985  0.1330    100000  0.0000         0  0.7869      4206  0.2131    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:27:43  1693416463 |    0    3.9551    27.322    31.323     4.000  0.1277  0.1464  592.19  0.3398    32.816 |   0.2360        41  0.6500      1619  0.1140    100000  0.0000         0  0.7487      3514  0.2513    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:30:29  1693416629 |    0    3.3716    27.892    31.880     3.987  0.1251  0.1430  546.50  0.3293    33.438 |   0.0630        25  0.8060      1441  0.1310    100000  0.0000         0  0.7788      4323  0.2212    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:33:16  1693416796 |    0    3.9965    27.388    31.336     3.948  0.1260  0.1441  535.64  0.1329    32.795 |   0.0010      1260  0.8480      1638  0.1510    100000  0.0000         0  0.7794      4375  0.2206    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:36:03  1693416963 |    0    3.0645    28.062    31.633     3.571  0.1129  0.1273  615.58  0.4978    33.431 |   0.1190        23  0.7350      1641  0.1460    100000  0.0000         0  0.7446      4595  0.2554    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:38:50  1693417130 |    0    2.6690    27.938    31.650     3.711  0.1173  0.1328  453.91  0.2425    33.319 |   0.3710       381  0.5030      2215  0.1260    100000  0.0000         0  0.7406      3747  0.2594    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:41:36  1693417296 |    0    3.7551    27.866    31.248     3.382  0.1082  0.1214  676.00  0.5380    33.109 |   0.4620       858  0.3870      2155  0.1500    100000  0.0000         0  0.7842      3885  0.2158    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:44:22  1693417462 |    0    4.4609    28.163    31.482     3.320  0.1054  0.1179  512.86  0.4039    33.183 |   0.5710      1235  0.2730      1606  0.1560    100000  0.0000         0  0.7546      3795  0.2454    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:47:09  1693417629 |    0    2.5360    28.396    31.821     3.425  0.1076  0.1206  494.87  0.3144    33.432 |   0.1130      1110  0.7400      1443  0.1470    100000  0.0000         0  0.7457      3875  0.2543    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:49:55  1693417795 |    0    3.9576    28.829    32.814     3.984  0.1214  0.1382  440.67  0.1693    34.277 |   0.3870       446  0.4810      2051  0.1310    100000  0.0000         0  0.7636      4016  0.2364    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:52:42  1693417962 |    0    2.7358    28.500    31.836     3.336  0.1048  0.1171  504.27  0.2384    33.358 |   0.0070       927  0.8150      1692  0.1780    100000  0.0000         0  0.7894      4109  0.2106    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:55:28  1693418128 |    0    2.6731    32.112    34.822     2.710  0.0778  0.0844  585.39  0.5979    36.949 |   0.6990      1780  0.1490      2314  0.1520    100000  0.0000         0  0.7430      3359  0.2570    100000  0.0000         0
7-30_RR2_02                     07/30/2023  17:58:15  1693418295 |    0    2.7951    35.523    38.292     2.770  0.0723  0.0780  425.08  0.2764    40.327 |   0.5180      1340  0.2940      1741  0.1880    100000  0.0000         0  0.7209      4223  0.2791    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:01:01  1693418461 |    0    2.1498    36.242    38.071     1.829  0.0480  0.0505   10.00  0.2000    40.528 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.5383      2998  0.4617     82740  0.0000         0
7-30_RR2_02                     07/30/2023  18:03:44  1693418624 |    0    2.1220    36.752    38.656     1.903  0.0492  0.0518   10.00  0.2000    41.216 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.5108      3768  0.4892    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:06:28  1693418788 |    0    2.3312    36.935    38.766     1.831  0.0472  0.0496   10.00  0.2000    41.025 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.6380      5652  0.3620    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:09:10  1693418950 |    0    2.7802    36.787    38.695     1.908  0.0493  0.0519   10.00  0.2000    41.244 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.5293      4282  0.4707    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:11:54  1693419114 |    0    3.0500    36.997    38.768     1.771  0.0457  0.0479   10.00  0.2000    40.985 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.4812      3559  0.5188    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:14:37  1693419277 |    0    4.3699    37.097    38.604     1.507  0.0390  0.0406   10.00  0.2000    40.996 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.5595      4508  0.4405    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:17:20  1693419440 |    0    2.3188    37.694    39.450     1.756  0.0445  0.0466   10.00  0.2000    41.724 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.5339      3984  0.4661    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:20:04  1693419604 |    0    2.2025    38.040    39.790     1.750  0.0440  0.0460   10.00  0.2000    42.417 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.5070      5555  0.4930    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:22:47  1693419767 |    0    2.6789    36.074    37.918     1.844  0.0486  0.0511   10.00  0.2000    40.080 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.5227      4200  0.4773    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:25:31  1693419931 |    0    3.1304    29.742    32.035     2.292  0.0716  0.0771  571.07  0.5863    33.783 |   0.0030      1770  0.7440      2300  0.2530    100000  0.0000         0  0.7027      4383  0.2973    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:28:17  1693420097 |    0    3.4412    29.273    31.430     2.158  0.0686  0.0737  495.97  0.5878    33.139 |   0.7630      1625  0.0010      2113  0.2360    100000  0.0000         0  0.6127      4042  0.3873    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:31:04  1693420264 |    0    3.1623    29.473    31.490     2.018  0.0641  0.0685  480.64  0.5591    33.290 |   0.7550      2011  0.0010      2614  0.2440    100000  0.0000         0  0.6821      4430  0.3179    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:33:50  1693420430 |    0    2.5234    29.784    31.241     1.456  0.0466  0.0489   10.00  0.2000    32.940 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.4869      3524  0.5131    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:36:33  1693420593 |    0    2.7477    29.943    31.212     1.269  0.0407  0.0424   10.00  0.2000    33.069 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.6489      5166  0.3511    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:39:17  1693420757 |    0    2.6939    29.653    31.173     1.519  0.0487  0.0512   10.00  0.2000    32.949 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.5318      2643  0.4682    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:42:00  1693420920 |    0    2.4533    29.350    31.287     1.937  0.0619  0.0660  451.55  0.5410    32.731 |   0.0010       162  0.7740      1911  0.2250    100000  0.0000         0  0.6645      5060  0.3355    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:44:46  1693421086 |    0    3.0670    29.350    31.220     1.871  0.0599  0.0637  521.84  0.6305    32.834 |   0.1590       314  0.6130      1802  0.2280    100000  0.0000         0  0.6415      3953  0.3585    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:47:33  1693421253 |    0    2.3512    29.546    30.966     1.420  0.0459  0.0481   10.00  0.2000    33.075 |   0.3330       200  0.3330       600  0.3330      4000  0.0000         0  0.4830      4278  0.5170    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:50:16  1693421416 |    0    2.5968    29.621    31.677     2.056  0.0649  0.0694  542.87  0.6037    33.507 |   0.1040      1528  0.6780      1987  0.2180    100000  0.0000         0  0.6567      3868  0.3433    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:53:02  1693421582 |    0    2.4347    29.536    31.811     2.275  0.0715  0.0770  496.20  0.4331    33.475 |   0.1260       624  0.6850      1883  0.1890    100000  0.0000         0  0.7079      4782  0.2921    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:55:49  1693421749 |    0    3.8306    29.950    32.572     2.622  0.0805  0.0875  476.75  0.4605    33.942 |   0.0690      1545  0.7110      2008  0.2200    100000  0.0000         0  0.7298      3838  0.2702    100000  0.0000         0
7-30_RR2_02                     07/30/2023  18:58:35  1693421915 |    0    3.0144    30.366    32.916     2.550  0.0775  0.0840  470.92  0.3273    34.755 |   0.0260      1658  0.7730      2156  0.2010    100000  0.0000         0  0.7596      4315  0.2404    100000  0.0000         0
7-30_RR2_02                     07/30/2023  19:01:21  1693422081 |    0    2.5583    30.715    33.826     3.111  0.0920  0.1013  494.62  0.3916    35.470 |   0.0150      1598  0.7760      2077  0.2090    100000  0.0000         0  0.7083      3401  0.2917    100000  0.0000         0
7-30_RR2_02                     07/30/2023  19:04:08  1693422248 |    0    2.7423    30.328    33.490     3.161  0.0944  0.1042  410.91  0.1316    35.018 |   0.1680       727  0.6580      1984  0.1740    100000  0.0000         0  0.7839      4609  0.2161    100000  0.0000         0
7-30_RR2_02                     07/30/2023  19:06:54  1693422414 |    0    3.2246    30.382    33.424     3.043  0.0910  0.1002  448.60  0.1730    34.993 |   0.0860       758  0.7270      1779  0.1870    100000  0.0000         0  0.7433      3204  0.2567    100000  0.0000         0
7-30_RR2_02                     07/30/2023  19:09:41  1693422581 |    0    2.2333    30.891    33.986     3.095  0.0911  0.1002  469.18  0.2826    35.620 |   0.0200        53  0.7970      1491  0.1830    100000  0.0000         0  0.7433      4345  0.2567    100000  0.0000         0
7-30_RR2_02                     07/30/2023  19:12:27  1693422747 |    0    3.9383    31.320    34.300     2.980  0.0869  0.0951  502.87  0.3646    35.926 |   0.1310       279  0.7060      2295  0.1630    100000  0.0000         0  0.7651      4248  0.2349    100000  0.0000         0
7-30_RR2_02                     07/30/2023  19:15:14  1693422914 |    0    3.1964    31.511    34.370     2.858  0.0832  0.0907  560.65  0.4219    36.217 |   0.0670      1512  0.7410      1966  0.1920    100000  0.0000         0  0.7421      3316  0.2579    100000  0.0000         0
7-30_RR2_02                     07/30/2023  19:18:00  1693423080 |    0    2.2985    31.792    34.668     2.877  0.0830  0.0905  441.19  0.4376    36.374 |   0.4470       925  0.3610      3184  0.1930    100000  0.0000         0  0.6696      4800  0.3304    100000  0.0000         0
7-30_RR2_02                     07/30/2023  19:20:47  1693423247 |    0    2.3537    31.547    34.527     2.980  0.0863  0.0945  444.07  0.2628    36.290 |   0.0010        20  0.7750      1872  0.2240    100000  0.0000         0  0.7061      3597  0.2939    100000  0.0000         0
7-30_RR2_02                     07/30/2023  19:23:33  1693423413 |    0    3.1789    30.817    33.702     2.885  0.0856  0.0936  475.02  0.3988    35.479 |   0.0020      1240  0.7880      1612  0.2100    100000  0.0000         0  0.6659      4996  0.3341    100000  0.0000         0
7-30_RR2_02                     07/30/2023  19:26:20  1693423580 |    0    4.4672    30.443    33.113     2.670  0.0806  0.0877  489.16  0.4061    34.728 |   0.1150       649  0.7170      1759  0.1680    100000  0.0000         0  0.7404      4376  0.2596    100000  0.0000         0
