wavelength	Abs.
250	1.219930286
251	1.196987571
252	1.175502429
253	1.155935714
254	1.138554571
255	1.123014286
256	1.108923143
257	1.096365
258	1.085515857
259	1.075942143
260	1.066924429
261	1.058178429
262	1.049753
263	1.041574429
264	1.033415
265	1.024805143
266	1.014880429
267	1.003225286
268	0.99067
269	0.977865
270	0.963966857
271	0.947992714
272	0.930401286
273	0.912113429
274	0.893097714
275	0.872802
276	0.851270286
277	0.829067286
278	0.806700857
279	0.784587143
280	0.762730286
281	0.740371429
282	0.717197571
283	0.694423857
284	0.673111
285	0.652409714
286	0.631181857
287	0.609991571
288	0.590032714
289	0.571303143
290	0.553062714
291	0.535261143
292	0.518506571
293	0.502925286
294	0.487935429
295	0.473199286
296	0.459001857
297	0.445599857
298	0.432915857
299	0.420827286
300	0.409330143
301	0.398442429
302	0.388067714
303	0.378065143
304	0.368412429
305	0.359166571
306	0.350316857
307	0.341779571
308	0.333500143
309	0.325472429
310	0.317685286
311	0.310107429
312	0.302707857
313	0.295466429
314	0.288362429
315	0.281352286
316	0.274394
317	0.267515286
318	0.260773429
319	0.254117143
320	0.247418571
321	0.240694143
322	0.234122
323	0.227786143
324	0.221600714
325	0.215496857
326	0.209485
327	0.203590857
328	0.197847857
329	0.192280143
330	0.186834143
331	0.181432857
332	0.176021571
333	0.170568571
334	0.165181143
335	0.160074857
336	0.155296857
337	0.150692143
338	0.146155143
339	0.141684857
340	0.137294
341	0.133000429
342	0.128815857
343	0.124719143
344	0.120698286
345	0.116847429
346	0.113275571
347	0.109814
348	0.106156571
349	0.102361143
350	0.098791857
351	0.095546
352	0.092378571
353	0.089178571
354	0.086121714
355	0.083300429
356	0.080497857
357	0.077523571
358	0.074525571
359	0.071703429
360	0.069001143
361	0.066277286
362	0.063561429
363	0.060979
364	0.058503429
365	0.055974714
366	0.053350429
367	0.050745286
368	0.048238143
369	0.045819857
370	0.043455143
371	0.04106
372	0.038581571
373	0.036141429
374	0.033872857
375	0.031660429
376	0.029312
377	0.026933857
378	0.024802857
379	0.022911429
380	0.020995857
381	0.018940571
382	0.016840286
383	0.014784857
384	0.012827286
385	0.010996857
386	0.009265286
387	0.007602714
388	0.006020286
389	0.004529286
390	0.003058
391	0.001513286
392	-6.18571E-05
393	-0.001539571
394	-0.002861286
395	-0.004032857
396	-0.005115571
397	-0.006241143
398	-0.007454429
399	-0.008621286
400	-0.009654571
401	-0.010670143
402	-0.011780714
403	-0.012918571
404	-0.013974
405	-0.014911714
406	-0.015734714
407	-0.016507857
408	-0.017333429
409	-0.018243571
410	-0.019205429
411	-0.020169286
412	-0.021067143
413	-0.021884714
414	-0.022716286
415	-0.023619286
416	-0.024503
417	-0.025282143
418	-0.026018286
419	-0.026798143
420	-0.027592286
421	-0.028326857
422	-0.028976714
423	-0.029549857
424	-0.030108571
425	-0.030760286
426	-0.031489286
427	-0.032112143
428	-0.032572857
429	-0.033085429
430	-0.033792
431	-0.034540286
432	-0.035176429
433	-0.035774714
434	-0.036446429
435	-0.037130857
436	-0.037709286
437	-0.038221429
438	-0.038798571
439	-0.039437714
440	-0.040017714
441	-0.040513
442	-0.041029286
443	-0.041615
444	-0.042195571
445	-0.042709571
446	-0.043174286
447	-0.043622714
448	-0.044097571
449	-0.044629571
450	-0.045150714
451	-0.045566571
452	-0.045919
453	-0.046323857
454	-0.046781857
455	-0.047196286
456	-0.047539714
457	-0.047879143
458	-0.048251286
459	-0.048629286
460	-0.048992714
461	-0.049362286
462	-0.049749
463	-0.050098
464	-0.050361
465	-0.050629143
466	-0.051029571
467	-0.051509286
468	-0.051920714
469	-0.052255571
470	-0.052620286
471	-0.053038286
472	-0.053431714
473	-0.053763286
474	-0.054079571
475	-0.054422429
476	-0.054799286
477	-0.055199
478	-0.055558714
479	-0.055821857
480	-0.056051571
481	-0.056338857
482	-0.056635857
483	-0.056830143
484	-0.056948143
485	-0.057124571
486	-0.057407429
487	-0.057745143
488	-0.058091429
489	-0.058417286
490	-0.058711571
491	-0.059002857
492	-0.059309571
493	-0.059588571
494	-0.059799
495	-0.059986143
496	-0.060214429
497	-0.060468571
498	-0.060697857
499	-0.060910857
500	-0.061155857
501	-0.061413286
502	-0.061590857
503	-0.061685
504	-0.061833429
505	-0.062093571
506	-0.062323571
507	-0.062423143
508	-0.062517571
509	-0.062731857
510	-0.062965857
511	-0.063075
512	-0.063118714
513	-0.063236857
514	-0.063417
515	-0.063548714
516	-0.063610429
517	-0.063668571
518	-0.063764714
519	-0.063897714
520	-0.064050143
521	-0.064172429
522	-0.064239429
523	-0.064298857
524	-0.064397286
525	-0.064511714
526	-0.064602857
527	-0.064668286
528	-0.064719857
529	-0.064761714
530	-0.064793714
531	-0.064824
532	-0.064866429
533	-0.064912714
534	-0.064926143
535	-0.064906571
536	-0.064924
537	-0.065001143
538	-0.065014143
539	-0.064888714
540	-0.064841286
541	-0.065056
542	-0.065088857
543	-0.064440143
544	-0.064282857
545	-0.066374286
546	-0.067341429
547	-0.060113714
548	-0.047880857
549	-0.045338571
550	-0.055802143
551	-0.063218429
552	-0.058505714
553	-0.053137857
554	-0.056970857
555	-0.063877286
556	-0.065979
557	-0.064569714
558	-0.063572143
559	-0.063838429
560	-0.064685
561	-0.064795286
562	-0.062616143
563	-0.061133857
564	-0.067699857
565	-0.08117
566	-0.088049714
567	-0.082238286
568	-0.074820714
569	-0.074302
570	-0.074927714
571	-0.070418714
572	-0.064358143
573	-0.062210571
574	-0.063110143
575	-0.063761286
576	-0.063461286
577	-0.063075143
578	-0.06301
579	-0.063244571
580	-0.063397714
581	-0.062674714
582	-0.061670714
583	-0.063501429
584	-0.067523286
585	-0.062623714
586	-0.046445857
587	-0.057076143
588	-0.126168571
589	-0.190834143
590	-0.167078429
591	-0.087871429
592	-0.042963
593	-0.049996
594	-0.071812429
595	-0.075748571
596	-0.036128143
597	0.032674571
598	0.055547286
599	-0.000585857
600	-0.064292
601	-0.076165571
602	-0.061716571
603	-0.056361429
604	-0.059587286
605	-0.061188
606	-0.060096571
607	-0.059152857
608	-0.059021143
609	-0.058970429
610	-0.058712857
611	-0.058388
612	-0.058100143
613	-0.057887286
614	-0.057740429
615	-0.057571143
616	-0.057332571
617	-0.057108143
618	-0.056977571
619	-0.056909143
620	-0.056847286
621	-0.056759286
622	-0.056628143
623	-0.056496286
624	-0.056434714
625	-0.056408857
626	-0.056308
627	-0.056121286
628	-0.055949143
629	-0.055837714
630	-0.055740714
631	-0.055625429
632	-0.055511714
633	-0.055413
634	-0.055300286
635	-0.055150571
636	-0.055008143
637	-0.054925286
638	-0.054860714
639	-0.054738143
640	-0.054580429
641	-0.054470714
642	-0.054416286
643	-0.054356143
644	-0.054264
645	-0.054164
646	-0.054087429
647	-0.054075857
648	-0.054140857
649	-0.054212
650	-0.054233571
651	-0.054267571
652	-0.054369571
653	-0.054395714
654	-0.054159
655	-0.053745714
656	-0.053378
657	-0.053149571
658	-0.053056286
659	-0.053061571
660	-0.053101
661	-0.053106
662	-0.053007857
663	-0.052792714
664	-0.052565286
665	-0.052398143
666	-0.052209
667	-0.051924286
668	-0.051646429
669	-0.051501429
670	-0.051421286
671	-0.051270857
672	-0.051075
673	-0.050952286
674	-0.050895571
675	-0.050795143
676	-0.050625857
677	-0.050471
678	-0.050378143
679	-0.050321714
680	-0.050271429
681	-0.050199429
682	-0.050098143
683	-0.050034
684	-0.050069429
685	-0.050162
686	-0.050240286
687	-0.050279714
688	-0.050280714
689	-0.050260714
690	-0.050250286
691	-0.050268714
692	-0.050325286
693	-0.050390571
694	-0.050383714
695	-0.050291
696	-0.050234571
697	-0.050299286
698	-0.050417286
699	-0.050509286
700	-0.050547286
701	-0.050528286
702	-0.050513
703	-0.050576857
704	-0.050709714
705	-0.050854
706	-0.050960857
707	-0.050990714
708	-0.050951571
709	-0.050902429
710	-0.050877571
711	-0.050869714
712	-0.050866
713	-0.050848429
714	-0.050803857
715	-0.050739571
716	-0.050669571
717	-0.050634571
718	-0.050671429
719	-0.050752286
720	-0.050822714
721	-0.050820714
722	-0.050693
723	-0.050566429
724	-0.050712571
725	-0.051143429
726	-0.051562571
727	-0.051887143
728	-0.052417143
729	-0.053321286
730	-0.054373571
731	-0.055356857
732	-0.056279571
