wavelength	Abs.
250	0.987000429
251	0.963293
252	0.941063857
253	0.920265571
254	0.900797571
255	0.882630857
256	0.865770429
257	0.850324
258	0.836361
259	0.823309
260	0.810317
261	0.797352857
262	0.784996714
263	0.773164429
264	0.760999571
265	0.748061714
266	0.734684857
267	0.721110571
268	0.707154714
269	0.692624429
270	0.677566
271	0.662062
272	0.646053286
273	0.629432429
274	0.612126286
275	0.594094571
276	0.575528857
277	0.556814
278	0.538139857
279	0.519443429
280	0.500644857
281	0.481670286
282	0.462570571
283	0.443756429
284	0.425571571
285	0.407778
286	0.390051714
287	0.372605857
288	0.355851143
289	0.339803
290	0.324234
291	0.30918
292	0.294923143
293	0.281526286
294	0.268730143
295	0.256389429
296	0.244646714
297	0.233611714
298	0.223176714
299	0.213225143
300	0.203813429
301	0.195024857
302	0.186748857
303	0.178797
304	0.17116
305	0.163951
306	0.157187714
307	0.150787286
308	0.144683286
309	0.138841714
310	0.133232286
311	0.127827429
312	0.122602143
313	0.117542571
314	0.112633286
315	0.107843857
316	0.103142
317	0.098528571
318	0.094018286
319	0.089594857
320	0.085220143
321	0.080924714
322	0.076814286
323	0.072898857
324	0.069025714
325	0.065107857
326	0.061260857
327	0.057592571
328	0.054071714
329	0.050644571
330	0.047311571
331	0.044082714
332	0.040867143
333	0.037534143
334	0.034191714
335	0.031133571
336	0.028391714
337	0.025685714
338	0.022883286
339	0.020144714
340	0.017579714
341	0.015091429
342	0.012585571
343	0.010116143
344	0.007767857
345	0.005577429
346	0.003550714
347	0.001555714
348	-0.000604571
349	-0.002881
350	-0.005019143
351	-0.006935286
352	-0.008765
353	-0.010564714
354	-0.012218
355	-0.013685
356	-0.015181714
357	-0.016883286
358	-0.018601429
359	-0.020101857
360	-0.021469286
361	-0.022897
362	-0.024366857
363	-0.025738286
364	-0.026985571
365	-0.028187429
366	-0.029406429
367	-0.030677857
368	-0.031981571
369	-0.033189714
370	-0.034242571
371	-0.035306143
372	-0.036520571
373	-0.037743429
374	-0.038790571
375	-0.039742
376	-0.040767714
377	-0.041825714
378	-0.042752286
379	-0.043576429
380	-0.044501
381	-0.045565143
382	-0.046583143
383	-0.047460714
384	-0.048309714
385	-0.049211143
386	-0.050081714
387	-0.050833857
388	-0.051493143
389	-0.052117286
390	-0.052781
391	-0.053552714
392	-0.054374
393	-0.055109571
394	-0.055693857
395	-0.056129571
396	-0.056517429
397	-0.057085286
398	-0.057873571
399	-0.058534857
400	-0.058851286
401	-0.059123143
