trt,ex,em,eems,abs
High Temp. Ash,250,546,NA,0.27496419042857156
High Temp. Ash,250,548,NA,0.27496419042857156
High Temp. Ash,250,550,NA,0.27496419042857156
High Temp. Ash,250,552,NA,0.27496419042857156
High Temp. Ash,250,554,NA,0.27496419042857156
High Temp. Ash,250,556,NA,0.27496419042857156
High Temp. Ash,250,558,NA,0.27496419042857156
High Temp. Ash,250,560,NA,0.27496419042857156
High Temp. Ash,250,562,NA,0.27496419042857156
High Temp. Ash,250,564,NA,0.27496419042857156
High Temp. Ash,250,566,NA,0.27496419042857156
High Temp. Ash,250,568,NA,0.27496419042857156
High Temp. Ash,250,570,NA,0.27496419042857156
High Temp. Ash,250,572,0.524631133,0.27496419042857156
High Temp. Ash,250,574,0.37547985000000006,0.27496419042857156
High Temp. Ash,250,576,0.5764981330000001,0.27496419042857156
High Temp. Ash,250,578,0.43393831100000013,0.27496419042857156
High Temp. Ash,250,580,0.22584825399999997,0.27496419042857156
High Temp. Ash,250,582,0.5217760600000001,0.27496419042857156
High Temp. Ash,250,584,0.5462440100000001,0.27496419042857156
High Temp. Ash,250,586,0.567946485,0.27496419042857156
High Temp. Ash,250,588,0.6219270349999999,0.27496419042857156
High Temp. Ash,250,590,0.3884004430000001,0.27496419042857156
High Temp. Ash,250,592,0.4113531859999999,0.27496419042857156
High Temp. Ash,250,594,0.63503785,0.27496419042857156
High Temp. Ash,250,596,0.5127423150000001,0.27496419042857156
High Temp. Ash,250,598,0.5312660309999999,0.27496419042857156
High Temp. Ash,250,600,0.578042052,0.27496419042857156
High Temp. Ash,255,300,0.15977267100000003,0.2722180474285716
High Temp. Ash,255,302,0.26605282399999997,0.2722180474285716
High Temp. Ash,255,304,0.12521176,0.2722180474285716
High Temp. Ash,255,306,0.21866396499999996,0.2722180474285716
High Temp. Ash,255,308,0.286613613,0.2722180474285716
High Temp. Ash,255,310,0.30734235199999993,0.2722180474285716
High Temp. Ash,255,312,0.3063679870000001,0.2722180474285716
High Temp. Ash,255,314,0.27994924099999996,0.2722180474285716
High Temp. Ash,255,316,0.27145078300000003,0.2722180474285716
High Temp. Ash,255,318,0.45613008099999997,0.2722180474285716
High Temp. Ash,255,320,0.19353073099999996,0.2722180474285716
High Temp. Ash,255,322,0.46092768400000006,0.2722180474285716
High Temp. Ash,255,324,0.4547862420000002,0.2722180474285716
High Temp. Ash,255,326,0.40258328499999996,0.2722180474285716
High Temp. Ash,255,328,0.5211014359999999,0.2722180474285716
High Temp. Ash,255,330,0.6449041289999999,0.2722180474285716
High Temp. Ash,255,332,0.6729392939999999,0.2722180474285716
High Temp. Ash,255,334,0.6956051079999999,0.2722180474285716
High Temp. Ash,255,336,0.9121196629999999,0.2722180474285716
High Temp. Ash,255,338,0.7497855359999999,0.2722180474285716
High Temp. Ash,255,340,1.0197206359999997,0.2722180474285716
High Temp. Ash,255,342,0.9448780870000002,0.2722180474285716
High Temp. Ash,255,344,1.0699273650000003,0.2722180474285716
High Temp. Ash,255,346,1.098751052,0.2722180474285716
High Temp. Ash,255,348,1.081873307,0.2722180474285716
High Temp. Ash,255,350,1.4554376220000003,0.2722180474285716
High Temp. Ash,255,352,1.4821810450000001,0.2722180474285716
High Temp. Ash,255,354,1.5426401399999998,0.2722180474285716
High Temp. Ash,255,356,2.2431955759999997,0.2722180474285716
High Temp. Ash,255,358,2.4409731710000004,0.2722180474285716
High Temp. Ash,255,360,2.7135736489999998,0.2722180474285716
High Temp. Ash,255,362,2.711372626,0.2722180474285716
High Temp. Ash,255,364,3.4769143820000004,0.2722180474285716
High Temp. Ash,255,366,3.3912220969999995,0.2722180474285716
High Temp. Ash,255,368,3.155570211,0.2722180474285716
High Temp. Ash,255,370,3.7152766689999996,0.2722180474285716
High Temp. Ash,255,372,3.683620096,0.2722180474285716
High Temp. Ash,255,374,4.048685547,0.2722180474285716
High Temp. Ash,255,376,4.151621049,0.2722180474285716
High Temp. Ash,255,378,4.308655717000001,0.2722180474285716
High Temp. Ash,255,380,4.508164889000001,0.2722180474285716
High Temp. Ash,255,382,4.2768478199999995,0.2722180474285716
High Temp. Ash,255,384,4.88164295,0.2722180474285716
High Temp. Ash,255,386,5.1127299530000005,0.2722180474285716
High Temp. Ash,255,388,5.033246582,0.2722180474285716
High Temp. Ash,255,390,4.960206368,0.2722180474285716
High Temp. Ash,255,392,5.092496682,0.2722180474285716
High Temp. Ash,255,394,5.100308332000001,0.2722180474285716
High Temp. Ash,255,396,5.39799114,0.2722180474285716
High Temp. Ash,255,398,5.327336069999999,0.2722180474285716
High Temp. Ash,255,400,5.79555008,0.2722180474285716
High Temp. Ash,255,402,5.687187296000001,0.2722180474285716
High Temp. Ash,255,404,5.693941803,0.2722180474285716
High Temp. Ash,255,406,6.095990518,0.2722180474285716
High Temp. Ash,255,408,6.043005902000001,0.2722180474285716
High Temp. Ash,255,410,6.2302068980000005,0.2722180474285716
High Temp. Ash,255,412,5.877637452,0.2722180474285716
High Temp. Ash,255,414,6.034070616999999,0.2722180474285716
High Temp. Ash,255,416,6.369163936,0.2722180474285716
High Temp. Ash,255,418,5.896189451,0.2722180474285716
High Temp. Ash,255,420,6.533670734,0.2722180474285716
High Temp. Ash,255,422,6.338973193000001,0.2722180474285716
High Temp. Ash,255,424,6.537742148,0.2722180474285716
High Temp. Ash,255,426,6.0063288219999995,0.2722180474285716
High Temp. Ash,255,428,5.4283927919999995,0.2722180474285716
High Temp. Ash,255,430,5.6030135350000005,0.2722180474285716
High Temp. Ash,255,432,6.254231818999999,0.2722180474285716
High Temp. Ash,255,434,5.762181707000001,0.2722180474285716
High Temp. Ash,255,436,5.607500538999999,0.2722180474285716
High Temp. Ash,255,438,5.27592535,0.2722180474285716
High Temp. Ash,255,440,5.486665665,0.2722180474285716
High Temp. Ash,255,442,5.183005803,0.2722180474285716
High Temp. Ash,255,444,5.128684756,0.2722180474285716
High Temp. Ash,255,446,4.427090359999999,0.2722180474285716
High Temp. Ash,255,448,4.851577872,0.2722180474285716
High Temp. Ash,255,450,4.7146538300000005,0.2722180474285716
High Temp. Ash,255,452,4.552364684,0.2722180474285716
High Temp. Ash,255,454,4.038787237999999,0.2722180474285716
High Temp. Ash,255,456,4.157973869,0.2722180474285716
High Temp. Ash,255,458,3.7274633350000004,0.2722180474285716
High Temp. Ash,255,460,3.7525574770000003,0.2722180474285716
High Temp. Ash,255,462,3.6751578439999997,0.2722180474285716
High Temp. Ash,255,464,3.6206509560000004,0.2722180474285716
High Temp. Ash,255,466,3.2498161839999997,0.2722180474285716
High Temp. Ash,255,468,3.4258523679999997,0.2722180474285716
High Temp. Ash,255,470,3.454721782,0.2722180474285716
High Temp. Ash,255,472,2.7987276400000005,0.2722180474285716
High Temp. Ash,255,474,2.7894245019999997,0.2722180474285716
High Temp. Ash,255,476,2.898962411,0.2722180474285716
High Temp. Ash,255,478,2.6824268969999996,0.2722180474285716
High Temp. Ash,255,480,2.551684644,0.2722180474285716
High Temp. Ash,255,482,2.4720018860000006,0.2722180474285716
High Temp. Ash,255,484,2.234608247,0.2722180474285716
High Temp. Ash,255,486,2.1697523729999997,0.2722180474285716
High Temp. Ash,255,488,2.324022617,0.2722180474285716
High Temp. Ash,255,490,NA,0.2722180474285716
High Temp. Ash,255,492,NA,0.2722180474285716
High Temp. Ash,255,494,NA,0.2722180474285716
High Temp. Ash,255,496,NA,0.2722180474285716
High Temp. Ash,255,498,NA,0.2722180474285716
High Temp. Ash,255,500,NA,0.2722180474285716
High Temp. Ash,255,502,NA,0.2722180474285716
High Temp. Ash,255,504,NA,0.2722180474285716
High Temp. Ash,255,506,NA,0.2722180474285716
High Temp. Ash,255,508,NA,0.2722180474285716
High Temp. Ash,255,510,NA,0.2722180474285716
High Temp. Ash,255,512,NA,0.2722180474285716
High Temp. Ash,255,514,NA,0.2722180474285716
High Temp. Ash,255,516,NA,0.2722180474285716
High Temp. Ash,255,518,NA,0.2722180474285716
High Temp. Ash,255,520,NA,0.2722180474285716
High Temp. Ash,255,522,NA,0.2722180474285716
High Temp. Ash,255,524,NA,0.2722180474285716
High Temp. Ash,255,526,NA,0.2722180474285716
High Temp. Ash,255,528,NA,0.2722180474285716
High Temp. Ash,255,530,NA,0.2722180474285716
High Temp. Ash,255,532,NA,0.2722180474285716
High Temp. Ash,255,534,0.924588242,0.2722180474285716
High Temp. Ash,255,536,0.3146100669999998,0.2722180474285716
High Temp. Ash,255,538,0.7895602340000001,0.2722180474285716
High Temp. Ash,255,540,NA,0.2722180474285716
High Temp. Ash,255,542,NA,0.2722180474285716
High Temp. Ash,255,544,NA,0.2722180474285716
High Temp. Ash,255,546,NA,0.2722180474285716
High Temp. Ash,255,548,NA,0.2722180474285716
High Temp. Ash,255,550,NA,0.2722180474285716
High Temp. Ash,255,552,NA,0.2722180474285716
High Temp. Ash,255,554,NA,0.2722180474285716
High Temp. Ash,255,556,NA,0.2722180474285716
High Temp. Ash,255,558,NA,0.2722180474285716
High Temp. Ash,255,560,NA,0.2722180474285716
High Temp. Ash,255,562,NA,0.2722180474285716
High Temp. Ash,255,564,NA,0.2722180474285716
High Temp. Ash,255,566,NA,0.2722180474285716
High Temp. Ash,255,568,NA,0.2722180474285716
High Temp. Ash,255,570,NA,0.2722180474285716
High Temp. Ash,255,572,NA,0.2722180474285716
High Temp. Ash,255,574,NA,0.2722180474285716
High Temp. Ash,255,576,NA,0.2722180474285716
High Temp. Ash,255,578,NA,0.2722180474285716
High Temp. Ash,255,580,NA,0.2722180474285716
High Temp. Ash,255,582,NA,0.2722180474285716
High Temp. Ash,255,584,0.36654399800000004,0.2722180474285716
High Temp. Ash,255,586,0.5533518040000001,0.2722180474285716
High Temp. Ash,255,588,0.5066041330000001,0.2722180474285716
High Temp. Ash,255,590,0.45929972100000005,0.2722180474285716
High Temp. Ash,255,592,0.5757090420000001,0.2722180474285716
High Temp. Ash,255,594,0.44630304899999995,0.2722180474285716
High Temp. Ash,255,596,0.508044988,0.2722180474285716
High Temp. Ash,255,598,0.3597277400000001,0.2722180474285716
High Temp. Ash,255,600,0.23397457199999994,0.2722180474285716
High Temp. Ash,260,300,NA,0.27452861942857154
High Temp. Ash,260,302,0.27267860199999994,0.27452861942857154
High Temp. Ash,260,304,0.22688836699999992,0.27452861942857154
High Temp. Ash,260,306,0.175652594,0.27452861942857154
High Temp. Ash,260,308,0.29883214300000005,0.27452861942857154
High Temp. Ash,260,310,0.20320377699999992,0.27452861942857154
High Temp. Ash,260,312,0.32414459100000004,0.27452861942857154
High Temp. Ash,260,314,0.2721015560000001,0.27452861942857154
High Temp. Ash,260,316,0.3238607389999999,0.27452861942857154
High Temp. Ash,260,318,0.36719536500000005,0.27452861942857154
High Temp. Ash,260,320,0.2989980379999999,0.27452861942857154
High Temp. Ash,260,322,0.495322406,0.27452861942857154
High Temp. Ash,260,324,0.29054914200000015,0.27452861942857154
High Temp. Ash,260,326,0.308212586,0.27452861942857154
High Temp. Ash,260,328,0.508529454,0.27452861942857154
High Temp. Ash,260,330,0.433218675,0.27452861942857154
High Temp. Ash,260,332,0.46218936,0.27452861942857154
High Temp. Ash,260,334,0.578816899,0.27452861942857154
High Temp. Ash,260,336,0.6622255619999997,0.27452861942857154
High Temp. Ash,260,338,0.7436245750000001,0.27452861942857154
High Temp. Ash,260,340,0.7556075870000001,0.27452861942857154
High Temp. Ash,260,342,1.035454421,0.27452861942857154
High Temp. Ash,260,344,0.815471933,0.27452861942857154
High Temp. Ash,260,346,1.165624676,0.27452861942857154
High Temp. Ash,260,348,1.1539987600000001,0.27452861942857154
High Temp. Ash,260,350,1.162154019,0.27452861942857154
High Temp. Ash,260,352,1.44266858,0.27452861942857154
High Temp. Ash,260,354,1.4893903640000001,0.27452861942857154
High Temp. Ash,260,356,1.6987953020000002,0.27452861942857154
High Temp. Ash,260,358,2.0597383329999994,0.27452861942857154
High Temp. Ash,260,360,2.1627818980000004,0.27452861942857154
High Temp. Ash,260,362,2.5706314659999996,0.27452861942857154
High Temp. Ash,260,364,2.603700877,0.27452861942857154
High Temp. Ash,260,366,2.5230894520000002,0.27452861942857154
High Temp. Ash,260,368,2.9742502490000002,0.27452861942857154
High Temp. Ash,260,370,3.2286171940000004,0.27452861942857154
High Temp. Ash,260,372,3.3879158599999997,0.27452861942857154
High Temp. Ash,260,374,3.618338011,0.27452861942857154
High Temp. Ash,260,376,3.527004767,0.27452861942857154
High Temp. Ash,260,378,3.6486384210000002,0.27452861942857154
High Temp. Ash,260,380,3.7214149350000003,0.27452861942857154
High Temp. Ash,260,382,4.178121592,0.27452861942857154
High Temp. Ash,260,384,4.4909310399999995,0.27452861942857154
High Temp. Ash,260,386,4.297564823,0.27452861942857154
High Temp. Ash,260,388,4.314515835,0.27452861942857154
High Temp. Ash,260,390,4.460407134,0.27452861942857154
High Temp. Ash,260,392,4.505645217,0.27452861942857154
High Temp. Ash,260,394,4.630237546,0.27452861942857154
High Temp. Ash,260,396,4.992862534999999,0.27452861942857154
High Temp. Ash,260,398,5.004603894000001,0.27452861942857154
High Temp. Ash,260,400,5.320482410999999,0.27452861942857154
High Temp. Ash,260,402,5.425626211999999,0.27452861942857154
High Temp. Ash,260,404,5.008309554,0.27452861942857154
High Temp. Ash,260,406,5.293197707000001,0.27452861942857154
High Temp. Ash,260,408,5.6948087130000005,0.27452861942857154
High Temp. Ash,260,410,5.572215186000001,0.27452861942857154
High Temp. Ash,260,412,5.747791599999999,0.27452861942857154
High Temp. Ash,260,414,6.039166021000001,0.27452861942857154
High Temp. Ash,260,416,5.269385062,0.27452861942857154
High Temp. Ash,260,418,5.639765269,0.27452861942857154
High Temp. Ash,260,420,5.533007144999999,0.27452861942857154
High Temp. Ash,260,422,5.674342716,0.27452861942857154
High Temp. Ash,260,424,5.640526039,0.27452861942857154
High Temp. Ash,260,426,5.625564699000001,0.27452861942857154
High Temp. Ash,260,428,5.314827205,0.27452861942857154
High Temp. Ash,260,430,5.408008669000001,0.27452861942857154
High Temp. Ash,260,432,5.431338552000001,0.27452861942857154
High Temp. Ash,260,434,5.629870714999999,0.27452861942857154
High Temp. Ash,260,436,5.176616496,0.27452861942857154
High Temp. Ash,260,438,5.058380531,0.27452861942857154
High Temp. Ash,260,440,5.0711264499999995,0.27452861942857154
High Temp. Ash,260,442,4.6100352550000006,0.27452861942857154
High Temp. Ash,260,444,4.9035714640000005,0.27452861942857154
High Temp. Ash,260,446,4.716746213,0.27452861942857154
High Temp. Ash,260,448,4.446294698999999,0.27452861942857154
High Temp. Ash,260,450,4.033533918,0.27452861942857154
High Temp. Ash,260,452,3.786178658,0.27452861942857154
High Temp. Ash,260,454,3.6102049480000002,0.27452861942857154
High Temp. Ash,260,456,3.4747198380000004,0.27452861942857154
High Temp. Ash,260,458,3.6571009620000003,0.27452861942857154
High Temp. Ash,260,460,3.746299718,0.27452861942857154
High Temp. Ash,260,462,3.363122901,0.27452861942857154
High Temp. Ash,260,464,3.166312423,0.27452861942857154
High Temp. Ash,260,466,3.029559209,0.27452861942857154
High Temp. Ash,260,468,3.069064729,0.27452861942857154
High Temp. Ash,260,470,2.79531944,0.27452861942857154
High Temp. Ash,260,472,2.7001159429999997,0.27452861942857154
High Temp. Ash,260,474,2.4737286259999998,0.27452861942857154
High Temp. Ash,260,476,2.7132173109999997,0.27452861942857154
High Temp. Ash,260,478,2.382076078,0.27452861942857154
High Temp. Ash,260,480,2.4063568910000006,0.27452861942857154
High Temp. Ash,260,482,2.39174214,0.27452861942857154
High Temp. Ash,260,484,1.9967092849999997,0.27452861942857154
High Temp. Ash,260,486,2.02986032,0.27452861942857154
High Temp. Ash,260,488,2.1384056949999994,0.27452861942857154
High Temp. Ash,260,490,1.901878671,0.27452861942857154
High Temp. Ash,260,492,1.922904544,0.27452861942857154
High Temp. Ash,260,494,1.9921147019999998,0.27452861942857154
High Temp. Ash,260,496,1.6372083149999996,0.27452861942857154
High Temp. Ash,260,498,1.3765873880000004,0.27452861942857154
High Temp. Ash,260,500,NA,0.27452861942857154
High Temp. Ash,260,502,NA,0.27452861942857154
High Temp. Ash,260,504,NA,0.27452861942857154
High Temp. Ash,260,506,NA,0.27452861942857154
High Temp. Ash,260,508,NA,0.27452861942857154
High Temp. Ash,260,510,NA,0.27452861942857154
High Temp. Ash,260,512,NA,0.27452861942857154
High Temp. Ash,260,514,NA,0.27452861942857154
High Temp. Ash,260,516,NA,0.27452861942857154
High Temp. Ash,260,518,NA,0.27452861942857154
High Temp. Ash,260,520,NA,0.27452861942857154
High Temp. Ash,260,522,NA,0.27452861942857154
High Temp. Ash,260,524,NA,0.27452861942857154
High Temp. Ash,260,526,NA,0.27452861942857154
High Temp. Ash,260,528,NA,0.27452861942857154
High Temp. Ash,260,530,NA,0.27452861942857154
High Temp. Ash,260,532,NA,0.27452861942857154
High Temp. Ash,260,534,NA,0.27452861942857154
High Temp. Ash,260,536,NA,0.27452861942857154
High Temp. Ash,260,538,NA,0.27452861942857154
High Temp. Ash,260,540,NA,0.27452861942857154
High Temp. Ash,260,542,NA,0.27452861942857154
High Temp. Ash,260,544,1.0500095189999996,0.27452861942857154
High Temp. Ash,260,546,0.7505615309999998,0.27452861942857154
High Temp. Ash,260,548,0.7908718189999999,0.27452861942857154
High Temp. Ash,260,550,0.653980539,0.27452861942857154
High Temp. Ash,260,552,NA,0.27452861942857154
High Temp. Ash,260,554,NA,0.27452861942857154
High Temp. Ash,260,556,NA,0.27452861942857154
High Temp. Ash,260,558,NA,0.27452861942857154
High Temp. Ash,260,560,NA,0.27452861942857154
High Temp. Ash,260,562,NA,0.27452861942857154
High Temp. Ash,260,564,NA,0.27452861942857154
High Temp. Ash,260,566,NA,0.27452861942857154
High Temp. Ash,260,568,NA,0.27452861942857154
High Temp. Ash,260,570,NA,0.27452861942857154
High Temp. Ash,260,572,NA,0.27452861942857154
High Temp. Ash,260,574,NA,0.27452861942857154
High Temp. Ash,260,576,NA,0.27452861942857154
High Temp. Ash,260,578,NA,0.27452861942857154
High Temp. Ash,260,580,NA,0.27452861942857154
High Temp. Ash,260,582,NA,0.27452861942857154
High Temp. Ash,260,584,NA,0.27452861942857154
High Temp. Ash,260,586,NA,0.27452861942857154
High Temp. Ash,260,588,NA,0.27452861942857154
High Temp. Ash,260,590,NA,0.27452861942857154
High Temp. Ash,260,592,NA,0.27452861942857154
High Temp. Ash,260,594,NA,0.27452861942857154
High Temp. Ash,260,596,0.39772321099999997,0.27452861942857154
High Temp. Ash,260,598,0.39270809900000003,0.27452861942857154
High Temp. Ash,260,600,0.4733739480000001,0.27452861942857154
High Temp. Ash,265,300,NA,0.2774754764285714
High Temp. Ash,265,302,NA,0.2774754764285714
High Temp. Ash,265,304,NA,0.2774754764285714
High Temp. Ash,265,306,NA,0.2774754764285714
High Temp. Ash,265,308,0.2818926500000001,0.2774754764285714
High Temp. Ash,265,310,0.2870286919999999,0.2774754764285714
High Temp. Ash,265,312,0.136116448,0.2774754764285714
High Temp. Ash,265,314,0.27489284599999997,0.2774754764285714
High Temp. Ash,265,316,0.2844187389999999,0.2774754764285714
High Temp. Ash,265,318,0.370504415,0.2774754764285714
High Temp. Ash,265,320,0.2290339480000001,0.2774754764285714
High Temp. Ash,265,322,0.51160078,0.2774754764285714
High Temp. Ash,265,324,0.34691098099999995,0.2774754764285714
High Temp. Ash,265,326,0.434449353,0.2774754764285714
High Temp. Ash,265,328,0.4881139349999999,0.2774754764285714
High Temp. Ash,265,330,0.6175419280000001,0.2774754764285714
High Temp. Ash,265,332,0.54827388,0.2774754764285714
High Temp. Ash,265,334,0.6742394059999999,0.2774754764285714
High Temp. Ash,265,336,0.5691661469999998,0.2774754764285714
High Temp. Ash,265,338,0.738114186,0.2774754764285714
High Temp. Ash,265,340,1.010286876,0.2774754764285714
High Temp. Ash,265,342,0.7307494149999998,0.2774754764285714
High Temp. Ash,265,344,1.005340446,0.2774754764285714
High Temp. Ash,265,346,0.8690820719999999,0.2774754764285714
High Temp. Ash,265,348,0.964093123,0.2774754764285714
High Temp. Ash,265,350,1.35831757,0.2774754764285714
High Temp. Ash,265,352,1.3129701420000002,0.2774754764285714
High Temp. Ash,265,354,1.709026756,0.2774754764285714
High Temp. Ash,265,356,1.65548159,0.2774754764285714
High Temp. Ash,265,358,1.8299322,0.2774754764285714
High Temp. Ash,265,360,2.065889733,0.2774754764285714
High Temp. Ash,265,362,2.278116426,0.2774754764285714
High Temp. Ash,265,364,2.5100691039999994,0.2774754764285714
High Temp. Ash,265,366,2.5452214449999997,0.2774754764285714
High Temp. Ash,265,368,2.7816942759999996,0.2774754764285714
High Temp. Ash,265,370,2.9725405769999997,0.2774754764285714
High Temp. Ash,265,372,3.1756896670000003,0.2774754764285714
High Temp. Ash,265,374,3.700305161,0.2774754764285714
High Temp. Ash,265,376,3.551833874,0.2774754764285714
High Temp. Ash,265,378,3.9629829049999996,0.2774754764285714
