exp,influx_id,trt,ash,amend,phyto,biomass,composite_z,rate,val,sd,biomass2,flabel
P3.5,9,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),4.398811878062423,bold(Accumulation~(d^-1)),0.25498415716986855,3.925231146709438e-17,bold(Biomass~index~'>'~1),9
P3.5,9,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),4.398811878062423,bold(Division~(d^-1)),0.3151216779972207,0.14049039325030302,bold(Biomass~index~'>'~1),7
P3.5,9,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),4.398811878062423,bold(Grazing~(d^-1)),0.14960723951964733,0.14049039325030302,bold(Biomass~index~'>'~1),8
P3.5,9,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),4.398811878062423,bold(Accumulation~(d^-1)),0.16551443847757336,2.2662332591841973e-17,bold(Biomass~index~'>'~1),9
P4,10,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),3.352306851155512,bold(Division~(d^-1)),NA,NA,bold(Biomass~index~'>'~1),1
P4,10,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),3.352306851155512,bold(Grazing~(d^-1)),NA,NA,bold(Biomass~index~'>'~1),2
P4,10,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),3.352306851155512,bold(Accumulation~(d^-1)),NA,NA,bold(Biomass~index~'>'~1),3
P4,10,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),3.352306851155512,bold(Division~(d^-1)),0.18674674029832805,0.13961736176911121,bold(Biomass~index~'>'~1),1
P4,10,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),3.352306851155512,bold(Grazing~(d^-1)),0.22254474617410708,0.1396173617691112,bold(Biomass~index~'>'~1),2
P4,10,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),3.352306851155512,bold(Accumulation~(d^-1)),-0.03579800587577905,1.3877787807814457e-17,bold(Biomass~index~'>'~1),3
P4,10,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Division~(d^-1)),NA,NA,bold(Biomass~index~'>'~1),4
P4,10,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Grazing~(d^-1)),NA,NA,bold(Biomass~index~'>'~1),5
P4,10,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Accumulation~(d^-1)),NA,NA,bold(Biomass~index~'>'~1),6
P4,10,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Division~(d^-1)),0.1282507546706129,0.23501922435408495,bold(Biomass~index~'>'~1),4
P4,10,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Grazing~(d^-1)),0.27693395231573775,0.23501922435408495,bold(Biomass~index~'>'~1),5
P4,10,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Accumulation~(d^-1)),-0.1486831976451249,0,bold(Biomass~index~'>'~1),6
P4,10,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Division~(d^-1)),NA,NA,bold(Biomass~index~'>'~1),7
P4,10,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Grazing~(d^-1)),NA,NA,bold(Biomass~index~'>'~1),8
P4,10,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Accumulation~(d^-1)),NA,NA,bold(Biomass~index~'>'~1),9
P4,10,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Division~(d^-1)),0.5390910238025277,0.3089821083166499,bold(Biomass~index~'>'~1),7
P4,10,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Grazing~(d^-1)),0.15449105415832495,0.3089821083166499,bold(Biomass~index~'>'~1),8
P4,10,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),3.352306851155512,bold(Accumulation~(d^-1)),0.38459996964420273,0,bold(Biomass~index~'>'~1),9
P5,11,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),6.220888646669457,bold(Division~(d^-1)),0.5196231157455611,0.03279136107514913,bold(Biomass~index~'>'~1),1
P5,11,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),6.220888646669457,bold(Grazing~(d^-1)),0.01984732816615545,0.03279136107514911,bold(Biomass~index~'>'~1),2
P5,11,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),6.220888646669457,bold(Accumulation~(d^-1)),0.49977578757940566,3.925231146709438e-17,bold(Biomass~index~'>'~1),3
P5,11,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),6.220888646669457,bold(Division~(d^-1)),0.5992347392197712,0.11132736041828489,bold(Biomass~index~'>'~1),1
P5,11,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),6.220888646669457,bold(Grazing~(d^-1)),0.2660394034008732,0.11132736041828491,bold(Biomass~index~'>'~1),2
P5,11,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),6.220888646669457,bold(Accumulation~(d^-1)),0.33319533581889804,5.551115123125783e-17,bold(Biomass~index~'>'~1),3
P5,11,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Division~(d^-1)),0.7131478472666147,0,bold(Biomass~index~'>'~1),4
P5,11,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Grazing~(d^-1)),0,0,bold(Biomass~index~'>'~1),5
P5,11,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Accumulation~(d^-1)),0.7131478472666147,0,bold(Biomass~index~'>'~1),6
P5,11,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Division~(d^-1)),0.8406629683802556,0.10731931053525455,bold(Biomass~index~'>'~1),4
P5,11,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Grazing~(d^-1)),0.3900774249916217,0.10731931053525459,bold(Biomass~index~'>'~1),5
P5,11,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Accumulation~(d^-1)),0.45058554338863394,5.551115123125783e-17,bold(Biomass~index~'>'~1),6
P5,11,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Division~(d^-1)),0.5168878625064435,0.1572628164362192,bold(Biomass~index~'>'~1),7
P5,11,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Grazing~(d^-1)),0.2292057900546626,0.15726281643621914,bold(Biomass~index~'>'~1),8
P5,11,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Accumulation~(d^-1)),0.28768207245178085,5.551115123125783e-17,bold(Biomass~index~'>'~1),9
P5,11,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Division~(d^-1)),0.6046254893941818,0.3547442930011817,bold(Biomass~index~'>'~1),7
P5,11,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Grazing~(d^-1)),0.34951958737701355,0.3547442930011817,bold(Biomass~index~'>'~1),8
P5,11,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),6.220888646669457,bold(Accumulation~(d^-1)),0.2551059020171682,3.204937810639273e-17,bold(Biomass~index~'>'~1),9
P12,12,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.5788000310948989,bold(Division~(d^-1)),0.38292890481390013,0.033835630931362215,bold(-1~'<'~Biomass~index~'<'~1),1
P12,12,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.5788000310948989,bold(Grazing~(d^-1)),0.019535010626422804,0.03383563093136222,bold(-1~'<'~Biomass~index~'<'~1),2
P12,12,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.5788000310948989,bold(Accumulation~(d^-1)),0.3633938941874773,0,bold(-1~'<'~Biomass~index~'<'~1),3
P12,12,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),0.5788000310948989,bold(Division~(d^-1)),0.6685074859498459,0.06566331860875863,bold(-1~'<'~Biomass~index~'<'~1),1
P12,12,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),0.5788000310948989,bold(Grazing~(d^-1)),0.03283165930437932,0.06566331860875864,bold(-1~'<'~Biomass~index~'<'~1),2
P12,12,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),0.5788000310948989,bold(Accumulation~(d^-1)),0.6356758266454666,0,bold(-1~'<'~Biomass~index~'<'~1),3
P12,12,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Division~(d^-1)),0.27262583686321445,0,bold(-1~'<'~Biomass~index~'<'~1),4
P12,12,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Grazing~(d^-1)),0,0,bold(-1~'<'~Biomass~index~'<'~1),5
P12,12,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Accumulation~(d^-1)),0.27262583686321445,0,bold(-1~'<'~Biomass~index~'<'~1),6
P12,12,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Division~(d^-1)),0.7238742428786659,0.14609607931075572,bold(-1~'<'~Biomass~index~'<'~1),4
P12,12,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Grazing~(d^-1)),0.10797969115191408,0.1460960793107557,bold(-1~'<'~Biomass~index~'<'~1),5
P12,12,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Accumulation~(d^-1)),0.6158945517267518,0,bold(-1~'<'~Biomass~index~'<'~1),6
P12,12,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Division~(d^-1)),0.642323870663374,0.14743392173633368,bold(-1~'<'~Biomass~index~'<'~1),7
P12,12,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Grazing~(d^-1)),0.3019980647261711,0.14743392173633368,bold(-1~'<'~Biomass~index~'<'~1),8
P12,12,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Accumulation~(d^-1)),0.34032580593720296,0,bold(-1~'<'~Biomass~index~'<'~1),9
P12,12,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Division~(d^-1)),0.9614930578455214,0.13672503048919868,bold(-1~'<'~Biomass~index~'<'~1),7
P12,12,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Grazing~(d^-1)),0.41359494946453884,0.13672503048919868,bold(-1~'<'~Biomass~index~'<'~1),8
P12,12,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),0.5788000310948989,bold(Accumulation~(d^-1)),0.5478981083809825,1.1102230246251565e-16,bold(-1~'<'~Biomass~index~'<'~1),9
P13,13,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-3.785225208773903,bold(Division~(d^-1)),0.08654180275403739,0.048895319216724686,bold(Biomass~index~'<'~-1),1
P13,13,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-3.785225208773903,bold(Grazing~(d^-1)),0.15295624565304444,0.04889531921672469,bold(Biomass~index~'<'~-1),2
P13,13,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-3.785225208773903,bold(Accumulation~(d^-1)),-0.06641444289900707,9.813077866773595e-18,bold(Biomass~index~'<'~-1),3
P13,13,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-3.785225208773903,bold(Division~(d^-1)),0.13826840139805,0.12211791947422775,bold(Biomass~index~'<'~-1),1
P13,13,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-3.785225208773903,bold(Grazing~(d^-1)),0.18936750217396006,0.12211791947422775,bold(Biomass~index~'<'~-1),2
P13,13,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-3.785225208773903,bold(Accumulation~(d^-1)),-0.05109910077591006,8.012344526598183e-18,bold(Biomass~index~'<'~-1),3
P13,13,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Division~(d^-1)),0.1991039564082456,0.05974294201218334,bold(Biomass~index~'<'~-1),4
P13,13,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Grazing~(d^-1)),0.06876100308815053,0.05974294201218334,bold(Biomass~index~'<'~-1),5
P13,13,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Accumulation~(d^-1)),0.13034295332009507,2.7755575615628914e-17,bold(Biomass~index~'<'~-1),6
P13,13,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Division~(d^-1)),0.387866439668404,0.1007292054247462,bold(Biomass~index~'<'~-1),4
P13,13,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Grazing~(d^-1)),0.06504111688837295,0.1007292054247462,bold(Biomass~index~'<'~-1),5
P13,13,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Accumulation~(d^-1)),0.32282532278003107,0,bold(Biomass~index~'<'~-1),6
P13,13,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Division~(d^-1)),0.8788607032836692,0.09016408172193274,bold(Biomass~index~'<'~-1),7
P13,13,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Grazing~(d^-1)),0.0520562568533933,0.09016408172193278,bold(Biomass~index~'<'~-1),8
P13,13,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Accumulation~(d^-1)),0.8268044464302758,7.850462293418876e-17,bold(Biomass~index~'<'~-1),9
P13,13,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Division~(d^-1)),0.8525482479881846,0.13021605776441195,bold(Biomass~index~'<'~-1),7
P13,13,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Grazing~(d^-1)),0.16618075441361815,0.13021605776441192,bold(Biomass~index~'<'~-1),8
P13,13,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-3.785225208773903,bold(Accumulation~(d^-1)),0.6863674935745665,0,bold(Biomass~index~'<'~-1),9
PB14,14,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),0.5849826133141105,0.08156225076266733,bold(-1~'<'~Biomass~index~'<'~1),1
PB14,14,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.5296134780466359,0.0815622507626673,bold(-1~'<'~Biomass~index~'<'~1),2
PB14,14,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),0.055369135267474535,3.217432742277823e-17,bold(-1~'<'~Biomass~index~'<'~1),3
PB14,14,Low Temp. Ash,Lab Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),0.35238420777849266,0.028823212295318243,bold(-1~'<'~Biomass~index~'<'~1),1
PB14,14,Low Temp. Ash,Lab Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.27581620978390836,0.028823212295318243,bold(-1~'<'~Biomass~index~'<'~1),2
PB14,14,Low Temp. Ash,Lab Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),0.0765679979945843,0,bold(-1~'<'~Biomass~index~'<'~1),3
PB14,14,High Temp. Ash,Lab Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),0.7128330078183869,0.16925387908500752,bold(-1~'<'~Biomass~index~'<'~1),1
PB14,14,High Temp. Ash,Lab Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.6411911281598585,0.1692538790850075,bold(-1~'<'~Biomass~index~'<'~1),2
PB14,14,High Temp. Ash,Lab Ash,Ash leachate,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),0.0716418796585284,3.254629732262919e-17,bold(-1~'<'~Biomass~index~'<'~1),3
PB14,14,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),0.8005551689425181,0.16202496532933489,bold(-1~'<'~Biomass~index~'<'~1),1
PB14,14,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.7554704281882965,0.16202496532933489,bold(-1~'<'~Biomass~index~'<'~1),2
PB14,14,Control,Control,Control,italic(Synechococcus),bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),0.04508474075422153,0,bold(-1~'<'~Biomass~index~'<'~1),3
PB14,14,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),0.3694968703080694,0.3205537619438758,bold(-1~'<'~Biomass~index~'<'~1),4
PB14,14,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.39569924270209345,0.3205537619438758,bold(-1~'<'~Biomass~index~'<'~1),5
PB14,14,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),-0.026202372394024086,3.024593730708204e-17,bold(-1~'<'~Biomass~index~'<'~1),6
PB14,14,Low Temp. Ash,Lab Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),-0.061382392288535544,0.0811756462676006,bold(-1~'<'~Biomass~index~'<'~1),4
PB14,14,Low Temp. Ash,Lab Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.07316992947009428,0.0811756462676006,bold(-1~'<'~Biomass~index~'<'~1),5
PB14,14,Low Temp. Ash,Lab Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),-0.13455232175862983,0,bold(-1~'<'~Biomass~index~'<'~1),6
PB14,14,High Temp. Ash,Lab Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),0.4981435497453386,0.1516275303132489,bold(-1~'<'~Biomass~index~'<'~1),4
PB14,14,High Temp. Ash,Lab Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.5615131636779278,0.15162753031324888,bold(-1~'<'~Biomass~index~'<'~1),5
PB14,14,High Temp. Ash,Lab Ash,Ash leachate,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),-0.06336961393258926,3.254629732262919e-17,bold(-1~'<'~Biomass~index~'<'~1),6
PB14,14,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),0.8099499495245256,0.40015299854772757,bold(-1~'<'~Biomass~index~'<'~1),4
PB14,14,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.9577594540133366,0.40015299854772757,bold(-1~'<'~Biomass~index~'<'~1),5
PB14,14,Control,Control,Control,Picoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),-0.14780950448881097,5.551115123125783e-17,bold(-1~'<'~Biomass~index~'<'~1),6
PB14,14,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),1.1753096876913973,0.07383771325948939,bold(-1~'<'~Biomass~index~'<'~1),7
PB14,14,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.354967637292722,0.07383771325948929,bold(-1~'<'~Biomass~index~'<'~1),8
PB14,14,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),0.8203420503986754,1.1102230246251565e-16,bold(-1~'<'~Biomass~index~'<'~1),9
PB14,14,Low Temp. Ash,Lab Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),1.042171981340832,0.08115167088516938,bold(-1~'<'~Biomass~index~'<'~1),7
PB14,14,Low Temp. Ash,Lab Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.32463334765672763,0.08115167088516935,bold(-1~'<'~Biomass~index~'<'~1),8
PB14,14,Low Temp. Ash,Lab Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),0.7175386336841045,0,bold(-1~'<'~Biomass~index~'<'~1),9
PB14,14,High Temp. Ash,Lab Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),1.2081998002591594,0.20728031840372751,bold(-1~'<'~Biomass~index~'<'~1),7
PB14,14,High Temp. Ash,Lab Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.25656970193969547,0.2072803184037275,bold(-1~'<'~Biomass~index~'<'~1),8
PB14,14,High Temp. Ash,Lab Ash,Ash leachate,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),0.9516300983194639,7.850462293418876e-17,bold(-1~'<'~Biomass~index~'<'~1),9
PB14,14,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Division~(d^-1)),1.4421669642895991,0.22081760698389086,bold(-1~'<'~Biomass~index~'<'~1),7
PB14,14,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Grazing~(d^-1)),0.9169526030715088,0.2208176069838908,bold(-1~'<'~Biomass~index~'<'~1),8
PB14,14,Control,Control,Control,Nanoeukaryotes,bold(Higher~biomass~index),0.39322969406073305,bold(Accumulation~(d^-1)),0.5252143612180903,1.1102230246251565e-16,bold(-1~'<'~Biomass~index~'<'~1),9
PB15,15,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-3.2944146828558716,bold(Division~(d^-1)),0.5057318894320229,0.13109662504301184,bold(Biomass~index~'<'~-1),1
PB15,15,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-3.2944146828558716,bold(Grazing~(d^-1)),0.1303147636835499,0.13109662504301184,bold(Biomass~index~'<'~-1),2
PB15,15,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-3.2944146828558716,bold(Accumulation~(d^-1)),0.375417125748473,3.925231146709438e-17,bold(Biomass~index~'<'~-1),3
PB15,15,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-3.2944146828558716,bold(Division~(d^-1)),1.1145455708516403,0.1377719679843105,bold(Biomass~index~'<'~-1),1
PB15,15,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-3.2944146828558716,bold(Grazing~(d^-1)),0.5533015600327562,0.13777196798431052,bold(Biomass~index~'<'~-1),2
PB15,15,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-3.2944146828558716,bold(Accumulation~(d^-1)),0.561244010818884,9.064933036736789e-17,bold(Biomass~index~'<'~-1),3
PB15,15,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Division~(d^-1)),0.22260769398179883,0.12174618942303671,bold(Biomass~index~'<'~-1),4
PB15,15,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Grazing~(d^-1)),0.0702901952362014,0.12174618942303671,bold(Biomass~index~'<'~-1),5
PB15,15,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Accumulation~(d^-1)),0.1523174987455974,0,bold(Biomass~index~'<'~-1),6
PB15,15,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Division~(d^-1)),1.1275770641801397,0.3171477931802623,bold(Biomass~index~'<'~-1),4
PB15,15,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Grazing~(d^-1)),0.853387671772833,0.3171477931802623,bold(Biomass~index~'<'~-1),5
PB15,15,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Accumulation~(d^-1)),0.27418939240730666,6.409875621278546e-17,bold(Biomass~index~'<'~-1),6
PB15,15,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Division~(d^-1)),1.3341239631764068,0.13766780649082888,bold(Biomass~index~'<'~-1),7
PB15,15,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Grazing~(d^-1)),0.25779671929773196,0.13766780649082894,bold(Biomass~index~'<'~-1),8
PB15,15,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Accumulation~(d^-1)),1.0763272438786748,1.5700924586837752e-16,bold(Biomass~index~'<'~-1),9
