stn,exp,lat,lon,cluster,composite_z,trt,tp,dt,days,hours,mean_cells_ml,sd_cells_ml,mean_gr_d,sd_gr_d,fgC_cell,fgN_cell,interp_fgC_cell,boc,interp_bocdoc,mean_toc,sd_toc,doc,toc_unc,mean_toc_unc,boc_rate,doc_rate,doc_rem,doc_bdl,bge,control_doc,amend_doc,amend_doc_bioav,bge_inclusion
15,PB15,34.26434,-119.907,Low biomass,-3.2944146828558716,Thomas Fire Ash,4,2023-08-20T17:30:00Z,4.02,96.47999999999999,811822,23405,0.6273467457253186,0.002213753674139852,NA,NA,28.77041260046742,1.946371158178055,TRUE,71.0397492981101,0.6677512085417224,69.09337813993204,0.3855263400032614,0.4,0.774277679061276,1.5877782979142587,4.228599880069908,FALSE,0.48764848346799083,68.116474546994,0.9769035929380436,76.70120974998697,NA
15,PB15,34.26434,-119.907,Low biomass,-3.2944146828558716,Thomas Fire Ash,5,2023-08-21T16:50:00Z,4.99,119.76,829873,38769,0.6273467457253186,0.002213753674139852,19.183439150131015,9.520669800435394,19.183439150131015,1.3266515164863897,FALSE,69.96362728611479,1.2264372244606523,68.63697576962839,0.7080838616865351,0.4,0.774277679061276,1.5877782979142587,4.228599880069908,FALSE,0.48764848346799083,67.59035508051537,1.046620689113027,76.70120974998697,NA
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Control,0,2023-08-02T15:35:00Z,0,0,221368,7178,0.3352065603054027,0.005232512250713749,15.959264729573269,2.1831069677246457,15.959264729573269,0.29440587622134795,FALSE,68.47400257029264,0.8723442199378938,68.1795966940713,0.5036481702071571,0.4,0.2195716693012133,0.6631772257045941,3.0259870805709426,FALSE,0.33109048500260074,68.1795966940713,0,NA,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Control,1,2023-08-03T15:35:00Z,1,24,292463,24203,0.3352065603054027,0.005232512250713749,NA,NA,13.295025737889942,0.3240252593650422,TRUE,68.20501430754858,0.5658732897273493,67.88098904818354,0.3267070961513042,0.4,0.2195716693012133,0.6631772257045941,3.0259870805709426,FALSE,0.33109048500260074,67.88098904818354,0,NA,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Control,2,2023-08-04T16:15:00Z,2.03,48.72,393132,23361,0.3352065603054027,0.005232512250713749,10.556780107548745,3.415428858324595,10.556780107548745,0.34585067310340445,FALSE,68.30807494461527,0.4399228733577583,67.96222427151187,0.2539895893557754,0.4,0.2195716693012133,0.6631772257045941,3.0259870805709426,FALSE,0.33109048500260074,67.96222427151187,0,NA,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Control,3,2023-08-05T15:30:00Z,3,72,605169,16017,0.3352065603054027,0.005232512250713749,NA,NA,14.994662282674861,0.7561920649120053,TRUE,67.1032960973057,0.9616153912254837,66.3471040323937,0.5551889049809203,0.4,0.2195716693012133,0.6631772257045941,3.0259870805709426,FALSE,0.33109048500260074,66.3471040323937,0,NA,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Control,4,2023-08-06T15:00:00Z,3.98,95.52,596552,17528,0.3352065603054027,0.005232512250713749,NA,NA,19.480263620974377,0.9684158519682922,TRUE,66.69620658089228,0.7058382192627871,65.72779072892399,0.40751588589569626,0.4,0.2195716693012133,0.6631772257045941,3.0259870805709426,FALSE,0.33109048500260074,65.72779072892399,0,NA,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Control,5,2023-08-07T15:30:00Z,5,120,676189,64397,0.3352065603054027,0.005232512250713749,24.156741611967487,3.7621154969457566,24.156741611967487,1.361210246154557,FALSE,66.5148198596549,0.464455999235948,65.15360961350035,0.2681537961856112,0.4,0.2195716693012133,0.6631772257045941,3.0259870805709426,FALSE,0.33109048500260074,65.15360961350035,0,NA,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Thomas Fire Ash,0,2023-08-02T15:35:00Z,0,0,183752,10109,0.4497599138359304,0.012959841274544588,15.959264729573269,2.1831069677246457,15.959264729573269,0.2443789010490456,FALSE,72.74483537033618,0.2459956157444799,72.50045646928713,0.1420256349695432,0.4,0.5910446456178021,1.5903583478169034,6.908077162532038,FALSE,0.371642432932888,68.1795966940713,4.320859775215837,89.84531514372452,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Thomas Fire Ash,1,2023-08-03T15:35:00Z,1,24,287583,19237,0.4497599138359304,0.012959841274544588,NA,NA,14.827934948722257,0.3553551680298661,TRUE,72.87263056029887,0.21995419336162642,72.51727539226901,0.12699061274672202,0.4,0.5910446456178021,1.5903583478169034,6.908077162532038,FALSE,0.371642432932888,67.88098904818354,4.636286344085477,89.84531514372452,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Thomas Fire Ash,2,2023-08-04T16:15:00Z,2.03,48.72,434360,20103,0.4497599138359304,0.012959841274544588,13.665179340625384,4.753105857608831,13.665179340625384,0.49463394153283685,FALSE,72.72422324292283,1.005906135532827,72.22958930138999,0.5807601781293739,0.4,0.5910446456178021,1.5903583478169034,6.908077162532038,FALSE,0.371642432932888,67.96222427151187,4.267365029878121,89.84531514372452,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Thomas Fire Ash,3,2023-08-05T15:30:00Z,3,72,708568,40994,0.4497599138359304,0.012959841274544588,NA,NA,25.072403695831493,1.4804585784956608,TRUE,69.72206688517022,0.23196886725739174,68.24160830667456,0.13392728795466768,0.4,0.5910446456178021,1.5903583478169034,6.908077162532038,FALSE,0.371642432932888,66.3471040323937,1.8945042742808624,89.84531514372452,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Thomas Fire Ash,4,2023-08-06T15:00:00Z,3.98,95.52,824811,102488,0.4497599138359304,0.012959841274544588,NA,NA,36.60228637743767,2.5158307024383952,TRUE,69.32631403883414,0.8449834725393899,66.81048333639575,0.4878514353314015,0.4,0.5910446456178021,1.5903583478169034,6.908077162532038,FALSE,0.371642432932888,65.72779072892399,1.0826926074717562,89.84531514372452,TRUE
4,PB1,33.54503,-118.402,Low biomass,-0.6279513172419463,Thomas Fire Ash,5,2023-08-07T15:30:00Z,5,120,712450,99123,0.4497599138359304,0.012959841274544588,48.62280236464411,13.068579291683005,48.62280236464411,2.8867762953908915,FALSE,68.47915560214598,0.05675825408686795,65.59237930675509,0.03276939327578639,0.4,0.5910446456178021,1.5903583478169034,6.908077162532038,FALSE,0.371642432932888,65.15360961350035,0.43876969325474136,89.84531514372452,TRUE
14,PB14,34.29497,-120.7948,Low biomass,0.39322969406073305,Control,0,2023-08-15T17:00:00Z,0,0,195257,19740,0.6528144774927307,0.02150985760330258,6.707669446049698,4.256790225377694,6.707669446049698,0.10914328441894382,FALSE,69.81117838811478,0.7991756265796207,69.70203510369583,0.4614042631355319,0.4,0.1738886548122906,0.42861545199630907,2.0818806747473104,FALSE,0.4056985206725305,69.70203510369583,0,NA,TRUE
14,PB14,34.29497,-120.7948,Low biomass,0.39322969406073305,Control,1,2023-08-16T16:20:00Z,0.97,23.28,481771,111564,0.6528144774927307,0.02150985760330258,NA,NA,7.254607970596845,0.29125497805020106,TRUE,69.9345119131411,1.0544219980920377,69.64325693509089,0.6087708244379011,0.4,0.1738886548122906,0.42861545199630907,2.0818806747473104,FALSE,0.4056985206725305,69.64325693509089,0,NA,TRUE
14,PB14,34.29497,-120.7948,Low biomass,0.39322969406073305,Control,2,2023-08-17T16:20:00Z,1.97,47.28,706844,111436,0.6528144774927307,0.02150985760330258,7.817173310131054,2.209201152863126,7.817173310131054,0.46046017093552283,FALSE,68.88206583291651,0.10949106908962158,68.42160566198099,0.06321469821275294,0.4,0.1738886548122906,0.42861545199630907,2.0818806747473104,FALSE,0.4056985206725305,68.42160566198099,0,NA,TRUE
