work_list,sample_number,exp,btl,tp,dil,total_volume_ul,acquisition_time_s,name,Population,Parent,Count,ParentCount,cells_ml
B1_2_15,1,TE,NA,NA,1,123.701461894737,209.663494736842,B1_2_15-1.fcs,/Cells,root,56,138,453
B1_2_15,2,TE+SYBR,NA,NA,1,123.6972288,209.65632,B1_2_15-2.fcs,/Cells,root,1657,4058,13396
B1_2_15,3,B1,1.2T,0,1,11.9622984421053,20.2750821052632,B1_2_15-3.fcs,/Cells,root,6804,10000,568787
B1_2_15,4,B1,1,0,1,26.6669168842105,45.1981642105263,B1_2_15-4.fcs,/Cells,root,6069,10000,227585
B1_2_15,5,B1,2,0,1,28.3937512421053,48.1250021052632,B1_2_15-5.fcs,/Cells,root,5466,10000,192507
B1_2_15,6,B1,1,1,1,19.5254475789474,33.0939789473684,B1_2_15-6.fcs,/Cells,root,6196,10000,317329
B1_2_15,7,B1,V1,1,1,18.8707488,31.98432,B1_2_15-7.fcs,/Cells,root,5753,10000,304863
B1_2_15,8,B1,2,1,1,21.1948469894737,35.9234694736842,B1_2_15-8.fcs,/Cells,root,6264,10000,295544
B1_2_15,9,B1,V2,1,1,19.0045483789474,32.2110989473684,B1_2_15-9.fcs,/Cells,root,5908,10000,310873
B1_2_15,10,B1,1,2,1,11.5222752,19.52928,B1_2_15-10.fcs,/Cells,root,4701,10000,407992
B1_2_15,11,B1,V1,2,1,16.2661037473684,27.5696673684211,B1_2_15-11.fcs,/Cells,root,6789,10000,417371
B1_2_15,12,B1,2,2,1,15.7626437052632,26.7163452631579,B1_2_15-12.fcs,/Cells,root,7226,10000,458426
B1_2_15,13,B1,V2,2,1,16.5196522105263,27.9994105263158,B1_2_15-13.fcs,/Cells,root,7075,10000,428278
B1_2_15,14,B1,1,3,1,12.0537968842105,20.4301642105263,B1_2_15-14.fcs,/Cells,root,7484,10000,620883
B1_2_15,15,B1,V1,3,1,12.1144811789474,20.5330189473684,B1_2_15-15.fcs,/Cells,root,7427,10000,613068
B1_2_15,16,B1,2,3,1,10.1801456842105,17.2544842105263,B1_2_15-16.fcs,/Cells,root,7715,10000,757848
B1_2_15,17,B1,V2,3,1,10.7130982736842,18.1577936842105,B1_2_15-17.fcs,/Cells,root,7699,10000,718653
B1_2_15,18,B1,1,4,1,12.0242347789474,20.3800589473684,B1_2_15-18.fcs,/Cells,root,7400,10000,615424
B1_2_15,19,B1,V1,4,1,12.4374484210526,21.0804210526316,B1_2_15-19.fcs,/Cells,root,7549,10000,606957
B1_2_15,20,B1,2,4,1,9.03953532631579,15.3212463157895,B1_2_15-20.fcs,/Cells,root,7842,10000,867522
B1_2_15,21,B1,V2,4,1,9.96164446315789,16.8841431578947,B1_2_15-21.fcs,/Cells,root,7683,10000,771258
B1_2_15,22,B1,1,5,1,10.0295826526316,16.9992926315789,B1_2_15-22.fcs,/Cells,root,7513,10000,749084
B1_2_15,23,B1,V1,5,1,12.0038940631579,20.3455831578947,B1_2_15-23.fcs,/Cells,root,7629,10000,635544
B1_2_15,24,B1,2,5,1,9.68021322105263,16.4071410526316,B1_2_15-24.fcs,/Cells,root,7732,10000,798743
B1_2_15,25,B1,V2,5,1,10.8926272,18.46208,B1_2_15-25.fcs,/Cells,root,7411,10000,680368
B1_2_15,26,B2,1.2T,0,1,10.5269116631579,17.8422231578947,B1_2_15-26.fcs,/Cells,root,7210,10000,684911
B1_2_15,27,B2,1,0,1,18.2921662315789,31.0036715789474,B1_2_15-27.fcs,/Cells,root,7390,10000,403998
B1_2_15,28,B2,2,0,1,24.1831435789474,40.9883789473684,B1_2_15-28.fcs,/Cells,root,6055,10000,250381
B1_2_15,29,B2,1,1,1,12.9871942736842,22.0121936842105,B1_2_15-29.fcs,/Cells,root,7793,10000,600053
B1_2_15,30,B2,V1,1,1,12.8951294315789,21.8561515789474,B1_2_15-30.fcs,/Cells,root,7728,10000,599296
B1_2_15,31,B2,2,1,1,13.2850908631579,22.5171031578947,B1_2_15-31.fcs,/Cells,root,7747,10000,583135
B1_2_15,32,B2,V2,1,1,13.9225790315789,23.5975915789474,B1_2_15-32.fcs,/Cells,root,7715,10000,554136
B1_2_15,33,B2,1.2T,0,4,35.9350293894737,60.9068294736842,B1_2_15-33.fcs,/Cells,root,7311,10000,813804
B1_2_15,34,B2,1,2,1,10.6841423157895,18.1087157894737,B1_2_15-34.fcs,/Cells,root,8392,10000,785463
B1_2_15,35,B2,1,2,4,34.6148205473684,58.669187368421,B1_2_15-35.fcs,/Cells,root,8347,10000,964556
B1_2_15,36,B2,V1,2,1,10.6530896842105,18.0560842105263,B1_2_15-36.fcs,/Cells,root,8158,10000,765787
B1_2_15,37,B2,V1,2,4,34.7966250105263,58.9773305263158,B1_2_15-37.fcs,/Cells,root,8125,10000,934000
B1_2_15,38,B2,2,2,1,9.16420294736842,15.5325473684211,B1_2_15-38.fcs,/Cells,root,8367,10000,913009
B1_2_15,39,B2,2,2,4,28.1661677473684,47.739267368421,B1_2_15-39.fcs,/Cells,root,8406,10000,1193772
B1_2_15,40,B2,V2,2,1,9.80044901052631,16.6109305263158,B1_2_15-40.fcs,/Cells,root,8260,10000,842819
B1_2_15,41,B2,V2,2,4,31.6110622315789,53.5780715789474,B1_2_15-41.fcs,/Cells,root,8390,10000,1061652
B1_2_15,42,B2,1,3,1,9.32643183157895,15.8075115789474,B1_2_15-42.fcs,/Cells,root,8234,10000,882867
B1_2_15,43,B2,1,3,4,29.0941197473684,49.312067368421,B1_2_15-43.fcs,/Cells,root,8337,10000,1146212
B1_2_15,44,B2,V1,3,1,10.1562376421053,17.2139621052632,B1_2_15-44.fcs,/Cells,root,7964,10000,784149
B1_2_15,45,B2,V1,3,4,32.5903280842105,55.2378442105263,B1_2_15-45.fcs,/Cells,root,8257,10000,1013428
B1_2_15,46,B2,2,3,1,8.51161077894737,14.4264589473684,B1_2_15-46.fcs,/Cells,root,8499,10000,998518
B1_2_15,47,B2,2,3,4,24.7305642105263,41.9162105263158,B1_2_15-47.fcs,/Cells,root,8373,10000,1354276
B1_2_15,48,B2,V2,3,1,9.11744016842105,15.4532884210526,B1_2_15-48.fcs,/Cells,root,8533,10000,935899
B1_2_15,49,B2,V2,3,4,27.5066794105263,46.6214905263158,B1_2_15-49.fcs,/Cells,root,8471,10000,1231848
B1_2_15,50,B2,1,4,1,13.0394024421053,22.1006821052632,B1_2_15-50.fcs,/Cells,root,7736,10000,593279
B1_2_15,51,B2,V1,4,1,13.5246383157895,22.9231157894737,B1_2_15-51.fcs,/Cells,root,7615,10000,563046
B1_2_15,52,B2,2,4,1,15.2075717052632,25.7755452631579,B1_2_15-52.fcs,/Cells,root,6523,10000,428931
B1_2_15,53,B2,V2,4,1,18.8136020210526,31.8874610526316,B1_2_15-53.fcs,/Cells,root,6536,10000,347408
B1_2_15,54,B2,1,5,1,17.0587755789474,28.9131789473684,B1_2_15-54.fcs,/Cells,root,6224,10000,364856
B1_2_15,55,B2,V1,5,1,19.1803311157895,32.5090357894737,B1_2_15-55.fcs,/Cells,root,6425,10000,334979
B1_2_15,56,B2,2,5,1,16.6929308631579,28.2931031578947,B1_2_15-56.fcs,/Cells,root,5643,10000,338047
B1_2_15,57,B2,V2,5,1,18.2875356631579,30.9958231578947,B1_2_15-57.fcs,/Cells,root,5616,10000,307094
B1_2_15,58,B15,1.2T,0,1,22.2407890526316,37.6962526315789,B1_2_15-58.fcs,/Cells,root,6885,10000,309566
B1_2_15,59,B15,1,0,1,60.3253859368421,102.246416842105,B1_2_15-59.fcs,/Cells,root,5892,10000,97670
B1_2_15,60,B15,2,0,1,59.0187309473684,100.031747368421,B1_2_15-60.fcs,/Cells,root,6057,10000,102628
B1_2_15,61,B15,1,1,1,39.3930106947368,66.7678147368421,B1_2_15-61.fcs,/Cells,root,6900,10000,175158
B1_2_15,62,B15,V1,1,1,37.8497098105263,64.1520505263158,B1_2_15-62.fcs,/Cells,root,6677,10000,176408
B1_2_15,63,B15,2,1,1,32.6028882526316,55.2591326315789,B1_2_15-63.fcs,/Cells,root,7361,10000,225778
B1_2_15,64,B15,V2,1,1,30.3878568421053,51.5048421052632,B1_2_15-64.fcs,/Cells,root,6977,10000,229598
B1_2_15,65,B15,1,2,1,18.5473145263158,31.4361263157895,B1_2_15-65.fcs,/Cells,root,7716,10000,416017
B1_2_15,66,B15,V1,2,1,19.8501140210526,33.6442610526316,B1_2_15-66.fcs,/Cells,root,8302,10000,418234
B1_2_15,67,B15,2,2,1,20.171868968421,34.1896084210526,B1_2_15-67.fcs,/Cells,root,8356,10000,414240
B1_2_15,68,B15,V2,2,1,19.7979058526316,33.5557726315789,B1_2_15-68.fcs,/Cells,root,8308,10000,419640
B1_2_15,69,B15,1,3,1,14.4277084631579,24.4537431578947,B1_2_15-69.fcs,/Cells,root,8273,10000,573411
B1_2_15,70,B15,V1,3,1,14.7367740631579,24.9775831578947,B1_2_15-70.fcs,/Cells,root,8355,10000,566949
B1_2_15,71,B15,2,3,1,11.8419334736842,20.0710736842105,B1_2_15-71.fcs,/Cells,root,8714,10000,735860
B1_2_15,72,B15,V2,3,1,11.8431855157895,20.0731957894737,B1_2_15-72.fcs,/Cells,root,8657,10000,730969
B1_2_15,73,B15,1,4,1,12.6916328421053,21.5112421052632,B1_2_15-73.fcs,/Cells,root,8485,10000,668551
B1_2_15,74,B15,V1,4,1,13.2871974736842,22.5206736842105,B1_2_15-74.fcs,/Cells,root,8328,10000,626769
B1_2_15,75,B15,2,4,1,10.2506674526316,17.3740126315789,B1_2_15-75.fcs,/Cells,root,8632,10000,842092
B1_2_15,76,B15,V2,4,1,10.8325391157895,18.3602357894737,B1_2_15-76.fcs,/Cells,root,8560,10000,790212
B1_2_15,77,B15,1,5,1,11.9223026526316,20.2072926315789,B1_2_15-77.fcs,/Cells,root,8381,10000,702968
B1_2_15,78,B15,V1,5,1,13.3241128421053,22.5832421052632,B1_2_15-78.fcs,/Cells,root,7976,10000,598614
B1_2_15,79,B15,2,5,1,9.81317810526316,16.6325052631579,B1_2_15-79.fcs,/Cells,root,8638,10000,880245
B1_2_15,80,B15,V2,5,1,10.5708821894737,17.9167494736842,B1_2_15-80.fcs,/Cells,root,8512,10000,805231
