work_list,sample_number,exp,btl,tp,dil,total_volume_ul,acquisition_time_s,name,Population,Parent,Count,ParentCount,cells_ml
B3_14_r2,61,B14,V4,1,1,14.3889647157895,24.3880757894737,B3_14_r2-61.fcs,/Cells,root,8272,10000,574885
B3_14_r2,62,B14,1,2,1,9.98232303157894,16.9191915789474,B3_14_r2-62.fcs,/Cells,root,8374,10000,838883
B3_14_r2,63,B14,V1,2,1,10.8951412210526,18.4663410526316,B3_14_r2-63.fcs,/Cells,root,8274,10000,759421
B3_14_r2,64,B14,2,2,1,8.92189305263158,15.1218526315789,B3_14_r2-64.fcs,/Cells,root,8619,10000,966051
B3_14_r2,65,B14,V2,2,1,9.02829675789474,15.3021978947368,B3_14_r2-65.fcs,/Cells,root,8499,10000,941374
B3_14_r2,66,B14,3,2,1,9.0418307368421,15.3251368421053,B3_14_r2-66.fcs,/Cells,root,8720,10000,964406
B3_14_r2,67,B14,V3,2,1,9.27736370526316,15.7243452631579,B3_14_r2-67.fcs,/Cells,root,8357,10000,900795
B3_14_r2,68,B14,4,2,1,9.13141136842105,15.4769684210526,B3_14_r2-68.fcs,/Cells,root,8447,10000,925049
B3_14_r2,69,B14,V4,2,1,10.1090773894737,17.1340294736842,B3_14_r2-69.fcs,/Cells,root,8487,10000,839542
B3_14_r2,70,B14,1,3,1,9.47317911578947,16.0562357894737,B3_14_r2-70.fcs,/Cells,root,8341,10000,880486
B3_14_r2,71,B14,V1,3,1,10.3824299789474,17.5973389473684,B3_14_r2-71.fcs,/Cells,root,8452,10000,814068
B3_14_r2,72,B14,2,3,1,7.88795469473684,13.3694147368421,B3_14_r2-72.fcs,/Cells,root,8436,10000,1069479
B3_14_r2,73,B14,V2,3,1,8.26314997894737,14.0053389473684,B3_14_r2-73.fcs,/Cells,root,8757,10000,1059765
B3_14_r2,74,B14,3,3,1,8.79788126315789,14.9116631578947,B3_14_r2-74.fcs,/Cells,root,8403,10000,955116
B3_14_r2,75,B14,V3,3,1,9.50043587368421,16.1024336842105,B3_14_r2-75.fcs,/Cells,root,8470,10000,891538
B3_14_r2,76,B14,4,3,1,9.08093221052631,15.3914105263158,B3_14_r2-76.fcs,/Cells,root,8423,10000,927548
B3_14_r2,77,B14,V4,3,1,9.44167932631579,16.0028463157895,B3_14_r2-77.fcs,/Cells,root,8397,10000,889355
B3_14_r2,78,B14,1,4,1,8.86848252631579,15.0313263157895,B3_14_r2-78.fcs,/Cells,root,8328,10000,939056
B3_14_r2,79,B14,V1,4,1,10.0213648842105,16.9853642105263,B3_14_r2-79.fcs,/Cells,root,8463,10000,844496
B3_14_r2,80,B14,2,4,1,9.45891974736842,16.032067368421,B3_14_r2-80.fcs,/Cells,root,8062,10000,852317
B3_14_r2,81,B14,V2,4,1,9.88441532631579,16.7532463157895,B3_14_r2-81.fcs,/Cells,root,8228,10000,832422
B3_14_r2,82,B14,3,4,1,9.35342029473684,15.8532547368421,B3_14_r2-82.fcs,/Cells,root,8084,10000,864283
B3_14_r2,83,B14,V3,4,1,10.4141881263158,17.6511663157895,B3_14_r2-83.fcs,/Cells,root,8232,10000,790460
B3_14_r2,84,B14,4,4,1,9.74986054736842,16.5251873684211,B3_14_r2-84.fcs,/Cells,root,7985,10000,818986
B3_14_r2,85,B14,V4,4,1,9.68680134736842,16.4183073684211,B3_14_r2-85.fcs,/Cells,root,8357,10000,862720
B3_14_r2,86,B14,1,5,1,10.0689325473684,17.0659873684211,B3_14_r2-86.fcs,/Cells,root,7930,10000,787571
B3_14_r2,87,B14,V1,5,1,10.8772052210526,18.4359410526316,B3_14_r2-87.fcs,/Cells,root,8149,10000,749181
B3_14_r2,88,B14,2,5,1,14.4782770526316,24.5394526315789,B3_14_r2-88.fcs,/Cells,root,7094,10000,489975
B3_14_r2,89,B14,V2,5,1,16.5107388631579,27.9843031578947,B3_14_r2-89.fcs,/Cells,root,7062,10000,427722
B3_14_r2,90,B14,3,5,1,14.8673242947368,25.1988547368421,B3_14_r2-90.fcs,/Cells,root,7200,10000,484284
B3_14_r2,91,B14,V3,5,1,14.2596565894737,24.1689094736842,B3_14_r2-91.fcs,/Cells,root,7541,10000,528835
B3_14_r2,92,B14,4,5,1,15.1405576421053,25.6619621052632,B3_14_r2-92.fcs,/Cells,root,7569,10000,499916
B3_14_r2,93,B14,V4,5,1,16.1529529263158,27.3778863157895,B3_14_r2-93.fcs,/Cells,root,7084,10000,438558
