work_list,sample_number,exp,btl,tp,dil,total_volume_ul,acquisition_time_s,name,Population,Parent,Count,ParentCount,cells_ml
B3_14_dil,1,B3,1,2,4,34.00899116,57.64235789,B3_14_dil-1.fcs,/Cells,root,8038,10000,945396
B3_14_dil,2,B3,V1,2,4,35.79887478,60.67605895,B3_14_dil-2.fcs,/Cells,root,8019,10000,896004
B3_14_dil,3,B3,2,2,4,26.21729465,44.43609263,B3_14_dil-3.fcs,/Cells,root,8278,10000,1262984
B3_14_dil,4,B3,V2,2,4,27.90089381,47.28965053,B3_14_dil-4.fcs,/Cells,root,8310,10000,1191360
B3_14_dil,5,B3,3,2,4,28.35924059,48.06650947,B3_14_dil-5.fcs,/Cells,root,8229,10000,1160680
B3_14_dil,6,B3,V3,2,4,29.01226998,49.17333895,B3_14_dil-6.fcs,/Cells,root,8288,10000,1142688
B3_14_dil,7,B3,4,2,4,29.13446333,49.38044632,B3_14_dil-7.fcs,/Cells,root,8189,10000,1124304
B3_14_dil,8,B3,V4,2,4,32.70820884,55.43764211,B3_14_dil-8.fcs,/Cells,root,8158,10000,997672
B3_14_dil,9,B3,1,3,4,30.80759899,52.21626947,B3_14_dil-9.fcs,/Cells,root,7992,10000,1037668
B3_14_dil,10,B3,V1,3,4,34.31814619,58.16634947,B3_14_dil-10.fcs,/Cells,root,7876,10000,918000
B3_14_dil,11,B3,2,3,4,22.94244935,38.88550737,B3_14_dil-11.fcs,/Cells,root,8129,10000,1417284
B3_14_dil,12,B3,V2,3,4,23.83436042,40.39722105,B3_14_dil-12.fcs,/Cells,root,8320,10000,1396304
B3_14_dil,13,B3,3,3,4,27.0903456,45.91584,B3_14_dil-13.fcs,/Cells,root,8045,10000,1187876
B3_14_dil,14,B3,V3,3,4,30.87481179,52.33018947,B3_14_dil-14.fcs,/Cells,root,7925,10000,1026728
B3_14_dil,15,B3,4,3,4,28.74148109,48.71437474,B3_14_dil-15.fcs,/Cells,root,8024,10000,1116712
B3_14_dil,16,B3,V4,3,4,30.41826358,51.55637895,B3_14_dil-16.fcs,/Cells,root,7967,10000,1047660
B3_14_dil,17,B3,1,4,4,27.84793044,47.19988211,B3_14_dil-17.fcs,/Cells,root,7913,10000,1136600
B3_14_dil,18,B3,V1,4,4,39.40624657,66.79024842,B3_14_dil-18.fcs,/Cells,root,7651,10000,776628
B3_14_dil,19,B3,2,4,4,32.17026796,54.52587789,B3_14_dil-19.fcs,/Cells,root,7672,10000,953924
B3_14_dil,20,B3,V2,4,4,33.07864438,56.06549895,B3_14_dil-20.fcs,/Cells,root,7720,10000,933532
B3_14_dil,21,B3,3,4,4,32.53837827,55.14979368,B3_14_dil-21.fcs,/Cells,root,7473,10000,918668
B3_14_dil,22,B3,V3,4,4,33.91512775,57.48326737,B3_14_dil-22.fcs,/Cells,root,7602,10000,896592
B3_14_dil,23,B3,4,4,4,31.2733984,53.00576,B3_14_dil-23.fcs,/Cells,root,7653,10000,978852
B3_14_dil,24,B3,V4,4,4,32.30378931,54.75218526,B3_14_dil-24.fcs,/Cells,root,7575,10000,937972
B3_14_dil,25,B3,1,5,4,34.04663192,57.70615579,B3_14_dil-25.fcs,/Cells,root,7292,10000,856708
B3_14_dil,26,B3,V1,5,4,38.11864051,64.60786526,B3_14_dil-26.fcs,/Cells,root,7570,10000,794364
B3_14_dil,27,B3,2,5,4,60.50401061,102.5491705,B3_14_dil-27.fcs,/Cells,root,6959,10000,460068
B3_14_dil,28,B3,V2,5,4,66.59743124,112.8770021,B3_14_dil-28.fcs,/Cells,root,7087,10000,425664
B3_14_dil,29,B3,3,5,4,59.99295882,101.6829811,B3_14_dil-29.fcs,/Cells,root,7068,10000,471256
B3_14_dil,30,B3,V3,5,4,52.37164935,88.76550737,B3_14_dil-30.fcs,/Cells,root,6966,10000,532044
B3_14_dil,31,B3,4,5,4,71.18077979,120.6453895,B3_14_dil-31.fcs,/Cells,root,6906,10000,388084
B3_14_dil,32,B3,V4,5,4,74.74802661,126.6915705,B3_14_dil-32.fcs,/Cells,root,6443,10000,344784
B3_14_dil,33,B14,2,4,4,123.7015911,209.6637137,B3_14_dil-33.fcs,/Cells,root,1,16,32
B3_14_dil,34,B14,V2,4,4,28.63336825,48.53113263,B3_14_dil-34.fcs,/Cells,root,7753,10000,1083072
B3_14_dil,35,B14,3,4,4,27.16422602,46.04106105,B3_14_dil-35.fcs,/Cells,root,8031,10000,1182584
B3_14_dil,36,B14,V3,4,4,37.38440724,63.36340211,B3_14_dil-36.fcs,/Cells,root,7006,10000,749616
B3_14_dil,37,B14,4,4,4,33.47035469,56.72941474,B3_14_dil-37.fcs,/Cells,root,7156,10000,855204
B3_14_dil,38,B14,V4,4,4,37.58927512,63.71063579,B3_14_dil-38.fcs,/Cells,root,6730,10000,716160
B3_14_dil,39,B14,1,5,4,38.00009398,64.40693895,B3_14_dil-39.fcs,/Cells,root,6900,10000,726312
B3_14_dil,40,B14,V1,5,4,47.63014602,80.72906105,B3_14_dil-40.fcs,/Cells,root,6363,10000,534368
B3_14_dil,41,B14,2,5,4,31.32295343,53.08975158,B3_14_dil-41.fcs,/Cells,root,6914,10000,882932
B3_14_dil,42,B14,V2,5,4,29.33087495,49.71334737,B3_14_dil-42.fcs,/Cells,root,6630,10000,904168
B3_14_dil,43,B14,3,5,4,26.79327377,45.41232842,B3_14_dil-43.fcs,/Cells,root,6589,10000,983680
B3_14_dil,44,B14,V3,5,4,32.42800977,54.96272842,B3_14_dil-44.fcs,/Cells,root,6555,10000,808560
B3_14_dil,45,B14,4,5,4,33.23443419,56.32954947,B3_14_dil-45.fcs,/Cells,root,6381,10000,768000
B3_14_dil,46,B14,V4,5,4,36.63899503,62.09999158,B3_14_dil-46.fcs,/Cells,root,6030,10000,658316
