work_list,sample_number,exp,btl,tp,dil,total_volume_ul,acquisition_time_s,name,Population,Parent,Count,ParentCount,cells_ml
B16_r2,1,TE,NA,NA,1,123.701243284211,209.663124210526,B16_r2-1.fcs,/Cells,root,101,206,816
B16_r2,2,TE+SYBR,NA,NA,1,123.697805136842,209.657296842105,B16_r2-2.fcs,/Cells,root,331,1549,2676
B16_r2,3,B16,1.2T,0,1,18.1310602105263,30.7306105263158,B16_r2-3.fcs,/Cells,root,5368,10000,296067
B16_r2,4,B16,1,0,1,35.3400510315789,59.8983915789474,B16_r2-4.fcs,/Cells,root,3755,10000,106253
B16_r2,5,B16,2,0,1,20.1961546105263,34.2307705263158,B16_r2-5.fcs,/Cells,root,3354,10000,166071
B16_r2,6,B16,1,1,1,25.6620139789474,43.4949389473684,B16_r2-6.fcs,/Cells,root,4712,10000,183618
B16_r2,7,B16,V1,1,1,26.9767078736842,45.7232336842105,B16_r2-7.fcs,/Cells,root,4805,10000,178117
B16_r2,8,B16,2,1,1,24.6226501052632,41.7333052631579,B16_r2-8.fcs,/Cells,root,4852,10000,197054
B16_r2,9,B16,V2,1,1,26.8687142736842,45.5401936842105,B16_r2-9.fcs,/Cells,root,5633,10000,209649
B16_r2,10,B16,1,2,1,13.6282100210526,23.0986610526316,B16_r2-10.fcs,/Cells,root,7432,10000,545339
B16_r2,11,B16,V1,2,1,13.3438970947368,22.6167747368421,B16_r2-11.fcs,/Cells,root,7406,10000,555010
B16_r2,12,B16,2,2,1,13.3054315789474,22.5515789473684,B16_r2-12.fcs,/Cells,root,7101,10000,533692
B16_r2,13,B16,V2,2,1,13.8287752421053,23.4386021052632,B16_r2-13.fcs,/Cells,root,7282,10000,526583
B16_r2,14,B16,1,3,1,12.2946758736842,20.8384336842105,B16_r2-14.fcs,/Cells,root,7829,10000,636780
B16_r2,15,B16,V1,3,1,11.9892769684211,20.3208084210526,B16_r2-15.fcs,/Cells,root,7637,10000,636986
B16_r2,16,B16,2,3,1,9.66613271578947,16.3832757894737,B16_r2-16.fcs,/Cells,root,7992,10000,826804
B16_r2,17,B16,2,3,4,32.3340171789474,54.8034189473684,B16_r2-17.fcs,/Cells,root,8190,10000,1013176
B16_r2,18,B16,V2,3,1,10.4787477894737,17.7605894736842,B16_r2-18.fcs,/Cells,root,8252,10000,787499
B16_r2,19,B16,V2,3,4,35.2398777263158,59.7286063157895,B16_r2-19.fcs,/Cells,root,8288,10000,940752
B16_r2,20,B16,1,4,1,11.8282504421053,20.0478821052632,B16_r2-20.fcs,/Cells,root,7978,10000,674487
B16_r2,21,B16,V1,4,1,11.4181271578947,19.3527578947368,B16_r2-21.fcs,/Cells,root,7820,10000,684876
B16_r2,22,B16,2,4,1,9.23243924210526,15.6482021052632,B16_r2-22.fcs,/Cells,root,8265,10000,895213
B16_r2,23,B16,2,4,4,29.2040112842105,49.4983242105263,B16_r2-23.fcs,/Cells,root,8170,10000,1119024
B16_r2,24,B16,V2,4,1,10.2944789894737,17.4482694736842,B16_r2-24.fcs,/Cells,root,8331,10000,809269
B16_r2,25,B16,V2,4,4,123.701620884211,209.663764210526,B16_r2-25.fcs,/Cells,root,1,9,32
B16_r2,26,B16,1,5,1,10.8451290947368,18.3815747368421,B16_r2-26.fcs,/Cells,root,7474,10000,689157
B16_r2,27,B16,V1,5,1,10.9099471157895,18.4914357894737,B16_r2-27.fcs,/Cells,root,7277,10000,667006
B16_r2,28,B16,2,5,1,8.88030736842105,15.0513684210526,B16_r2-28.fcs,/Cells,root,8364,10000,941859
B16_r2,29,B16,2,5,4,27.8789930105263,47.2525305263158,B16_r2-29.fcs,/Cells,root,8263,10000,1185552
B16_r2,30,B16,V2,5,1,9.8457411368421,16.6876968421053,B16_r2-30.fcs,/Cells,root,8076,10000,820253
B16_r2,31,B16,V2,5,4,31.4687368421053,53.3368421052632,B16_r2-31.fcs,/Cells,root,8154,10000,1036456
