Current Date: 31-Aug-2023
Instrument Serial Number: 8470H50282
Software Name: InCyte
Version Number: 3.4


,,,,,,,,,,,,Gains,,,,,High Calibration,,,,
 Sample Number, Sample ID, Number of Events,  Termination Count, Count Gate, Dilution Factor, Original Volume, Cells/µL,  Total Volume (µL), Acquisition Time (s), Date of Acquisition, Time of Acquisition, FSC Gain, SSC, GRN-B, YEL-B, RED-B,  SSC,  GRN-B,  YEL-B,  RED-B, YEL-B - %GRN-B, RED-B - %GRN-B, GRN-B - %YEL-B, RED-B - %YEL-B, GRN-B - %RED-B, YEL-B - %RED-B, Threshold Parameter, Threshold Value, Flow Rate (µL/s), High Concentration Warning Trigger, # of Errors & Warnings, User Login Name, User Full Name, WorkList,
 26, B3-2-3-0, 10000, 10000, All Events, 1, 0.15, 952.949768336507, 10.4937325473684, 17.7859873684211, 30-AUG-2023 , 18:04:29 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 27, B3-V2-3-0, 10000, 10000, All Events, 1, 0.15, 868.00841153145, 11.5206256842105, 19.5264842105263, 30-AUG-2023 , 18:05:14 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 28, B3-3-3-0, 10000, 10000, All Events, 1, 0.15, 864.781661601025, 11.5636124631579, 19.5993431578947, 30-AUG-2023 , 18:05:59 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 29, B3-V3-3-0, 10000, 10000, All Events, 1, 0.15, 770.704541032693, 12.9751408842105, 21.9917642105263, 30-AUG-2023 , 18:06:46 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 30, B3-4-3-0, 10000, 10000, All Events, 1, 0.15, 789.231917769624, 12.6705468631579, 21.4755031578947, 30-AUG-2023 , 18:07:33 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 31, B3-V4-3-0, 10000, 10000, All Events, 1, 0.15, 813.010623731344, 12.2999622736842, 20.8473936842105, 30-AUG-2023 , 18:08:19 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 32, B3-1-4-0, 10000, 10000, All Events, 1, 0.15, 926.083053155842, 10.7981675789474, 18.3019789473684, 30-AUG-2023 , 18:09:03 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 33, B3-V1-4-0, 10000, 10000, All Events, 1, 0.15, 835.210452707698, 11.9730302315789, 20.2932715789474, 30-AUG-2023 , 18:09:49 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 34, B3-2-4-0, 10000, 10000, All Events, 1, 0.15, 1144.86775789195, 8.73463326315789, 14.8044631578947, 30-AUG-2023 , 18:10:29 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 35, B3-V2-4-0, 10000, 10000, All Events, 1, 0.15, 1122.90944048832, 8.90543764210526, 15.0939621052632, 30-AUG-2023 , 18:11:10 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 36, B3-3-4-0, 10000, 10000, All Events, 1, 0.15, 1147.49297859917, 8.71465027368421, 14.7705936842105, 30-AUG-2023 , 18:11:47 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 37, B3-V3-4-0, 10000, 10000, All Events, 1, 0.15, 993.215688642648, 10.0683065263158, 17.0649263157895, 30-AUG-2023 , 18:12:36 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 38, B3-4-4-0, 10000, 10000, All Events, 1, 0.15, 1004.19390273081, 9.95823612631579, 16.8783663157895, 30-AUG-2023 , 18:13:30 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 39, B3-V4-4-0, 10000, 10000, All Events, 1, 0.15, 973.823413430904, 10.2688021894737, 17.4047494736842, 30-AUG-2023 , 18:14:13 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 40, B3-1-5-0, 10000, 10000, All Events, 1, 0.15, 989.044683114831, 10.1107666526316, 17.1368926315789, 30-AUG-2023 , 18:14:56 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 41, B3-V1-5-0, 10000, 10000, All Events, 1, 0.15, 851.342617133166, 11.7461522526316, 19.9087326315789, 30-AUG-2023 , 18:15:40 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 42, B3-2-5-0, 10000, 10000, All Events, 1, 0.15, 1175.2828641106, 8.50858997894737, 14.4213389473684, 30-AUG-2023 , 18:16:20 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 43, B3-V2-5-0, 10000, 10000, All Events, 1, 0.15, 1126.49807880614, 8.87706795789473, 15.0458778947368, 30-AUG-2023 , 18:17:01 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 44, B3-3-5-0, 10000, 10000, All Events, 1, 0.15, 1208.49481792334, 8.27475621052631, 14.0250105263158, 30-AUG-2023 , 18:17:40 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 45, B3-V3-5-0, 10000, 10000, All Events, 1, 0.15, 1095.86748417858, 9.12519090526316, 15.4664252631579, 30-AUG-2023 , 18:18:21 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 46, B3-4-5-0, 10000, 10000, All Events, 1, 0.15, 1044.24858044188, 9.57626391578947, 16.2309557894737, 30-AUG-2023 , 18:19:03 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 47, B3-V4-5-0, 10000, 10000, All Events, 1, 0.15, 989.428784557186, 10.1068416, 17.13024, 30-AUG-2023 , 18:19:45 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 48, B14-1.2T-0-0, 10000, 10000, All Events, 1, 0.2, 781.943594256838, 12.7886462315789, 21.6756715789474, 30-AUG-2023 , 18:20:29 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 49, B14-1.2T-0-0, 10000, 10000, All Events, 1, 0.2, 763.12623391889, 13.1039919157895, 22.2101557894737, 30-AUG-2023 , 18:21:26 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 50, B14-1-0-0, 10000, 10000, All Events, 1, 0.2, 274.180496315508, 36.4723243789474, 61.8174989473684, 30-AUG-2023 , 18:23:03 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 51, B14-2-0-0, 10000, 10000, All Events, 1, 0.2, 294.303880367542, 33.9784850526316, 57.5906526315789, 30-AUG-2023 , 18:24:39 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 52, B14-3-0-0, 10000, 10000, All Events, 1, 0.2, 312.907609921505, 31.9583151157895, 54.1666357894737, 30-AUG-2023 , 18:26:11 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 53, B14-4-0-0, 10000, 10000, All Events, 1, 0.2, 290.933860010104, 34.3720734315789, 58.2577515789474, 30-AUG-2023 , 18:27:47 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 54, B14-1-1-0, 10000, 10000, All Events, 1, 0.2, 727.16521203415, 13.7520330105263, 23.3085305263158, 30-AUG-2023 , 18:28:47 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 55, B14-V1-1-0, 10000, 10000, All Events, 1, 0.2, 699.134541498266, 14.3033985684211, 24.2430484210526, 30-AUG-2023 , 18:29:49 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 56, B14-2-1-0, 10000, 10000, All Events, 1, 0.2, 793.811980588767, 12.5974415157895, 21.3515957894737, 30-AUG-2023 , 18:30:36 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 57, B14-V2-1-0, 10000, 10000, All Events, 1, 0.2, 774.165206737771, 12.9171395368421, 21.8934568421053, 30-AUG-2023 , 18:31:23 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 58, B14-3-1-0, 10000, 10000, All Events, 1, 0.2, 721.926339487664, 13.8518287157895, 23.4776757894737, 30-AUG-2023 , 18:32:13 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 59, B14-V3-1-0, 10000, 10000, All Events, 1, 0.2, 747.374296300684, 13.3801765052632, 22.6782652631579, 30-AUG-2023 , 18:33:01 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 60, B14-4-1-0, 10000, 10000, All Events, 1, 0.2, 721.006711160826, 13.8694964210526, 23.5076210526316, 30-AUG-2023 , 18:33:46 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 61, B14-V4-1-0, 10000, 10000, All Events, 1, 0.2, 694.977032574601, 14.3889647157895, 24.3880757894737, 30-AUG-2023 , 18:34:44 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
 62, B14-1-2-0, 10000, 10000, All Events, 1, 0.2, 1001.77082712763, 9.98232303157894, 16.9191915789474, 30-AUG-2023 , 18:35:37 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_r2_map.csv,
