Current Date: 30-Aug-2023
Instrument Serial Number: 8470H50282
Software Name: InCyte
Version Number: 3.4


,,,,,,,,,,,,Gains,,,,,High Calibration,,,,
 Sample Number, Sample ID, Number of Events,  Termination Count, Count Gate, Dilution Factor, Original Volume, Cells/µL,  Total Volume (µL), Acquisition Time (s), Date of Acquisition, Time of Acquisition, FSC Gain, SSC, GRN-B, YEL-B, RED-B,  SSC,  GRN-B,  YEL-B,  RED-B, YEL-B - %GRN-B, RED-B - %GRN-B, GRN-B - %YEL-B, RED-B - %YEL-B, GRN-B - %RED-B, YEL-B - %RED-B, Threshold Parameter, Threshold Value, Flow Rate (µL/s), High Concentration Warning Trigger, # of Errors & Warnings, User Login Name, User Full Name, WorkList,
 11, B3-V3-1-0, 10000, 10000, All Events, 1, 0.2, 884.493900559855, 11.3059004631579, 19.1625431578947, 30-AUG-2023 , 09:12:16 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 12, B3-4-1-0, 10000, 10000, All Events, 1, 0.2, 796.873127557854, 12.5490490947368, 21.2695747368421, 30-AUG-2023 , 09:13:13 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 13, B3-V4-1-0, 10000, 10000, All Events, 1, 0.2, 907.109940701211, 11.0240220631579, 18.6847831578947, 30-AUG-2023 , 09:13:57 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 14, B3-1-2-0, 10000, 10000, All Events, 1, 0.2, 1132.24581543876, 8.83200437894737, 14.9694989473684, 30-AUG-2023 , 09:14:37 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 15, B3-V1-2-0, 10000, 10000, All Events, 1, 0.2, 1058.90070288179, 9.44375612631579, 16.0063663157895, 30-AUG-2023 , 09:15:19 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 16, B3-2-2-0, 10000, 10000, All Events, 1, 0.2, 1237.06480763241, 8.08365086315789, 13.7011031578947, 30-AUG-2023 , 09:15:57 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 17, B3-V2-2-0, 10000, 10000, All Events, 1, 0.2, 1203.88736293983, 8.30642492631579, 14.0786863157895, 30-AUG-2023 , 09:16:36 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 18, B3-3-2-0, 10000, 10000, All Events, 1, 0.2, 1179.82985532077, 8.4757984, 14.36576, 30-AUG-2023 , 09:17:16 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 19, B3-V3-2-0, 10000, 10000, All Events, 1, 0.2, 1197.37994110807, 8.351568, 14.1552, 30-AUG-2023 , 09:17:56 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 20, B3-4-2-0, 10000, 10000, All Events, 1, 0.2, 1192.88214107467, 8.38305785263158, 14.2085726315789, 30-AUG-2023 , 09:18:36 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 21, B3-V4-2-0, 10000, 10000, All Events, 1, 0.2, 1120.62618420698, 8.92358231578947, 15.1247157894737, 30-AUG-2023 , 09:19:16 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 22, B3-1-3-0, 10000, 10000, All Events, 1, 0.2, 1171.82050263728, 8.53373018947368, 14.4639494736842, 30-AUG-2023 , 09:19:52 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 23, B3-V1-3-0, 10000, 10000, All Events, 1, 0.2, 1064.13978676449, 9.39726164210526, 15.9275621052632, 30-AUG-2023 , 09:20:41 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 24, B3-2-3-0, 10000, 10000, All Events, 1, 0.2, 1327.78122870449, 7.53136117894737, 12.7650189473684, 30-AUG-2023 , 09:21:31 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 25, B3-V2-3-0, 10000, 10000, All Events, 1, 0.2, 1322.21792877184, 7.56304976842105, 12.8187284210526, 30-AUG-2023 , 09:22:09 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 26, B3-3-3-0, 10000, 10000, All Events, 1, 0.2, 1248.38695264803, 8.01033684210526, 13.5768421052632, 30-AUG-2023 , 09:22:48 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 27, B3-V3-3-0, 10000, 10000, All Events, 1, 0.2, 1163.67555827813, 8.59346054736842, 14.5651873684211, 30-AUG-2023 , 09:23:27 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 28, B3-4-3-0, 10000, 10000, All Events, 1, 0.2, 1204.56607533343, 8.30174467368421, 14.0707536842105, 30-AUG-2023 , 09:24:07 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 29, B3-V4-3-0, 10000, 10000, All Events, 1, 0.2, 1168.91997031504, 8.5549056, 14.49984, 30-AUG-2023 , 09:24:46 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 30, B3-1-4-0, 10000, 10000, All Events, 1, 0.2, 1222.87291991118, 8.17746458947368, 13.8601094736842, 30-AUG-2023 , 09:25:25 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 31, B3-V1-4-0, 10000, 10000, All Events, 1, 0.2, 1023.3288647542, 9.77202964210526, 16.5627621052632, 30-AUG-2023 , 09:26:07 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 32, B3-2-4-0, 10000, 10000, All Events, 1, 0.2, 1163.56388516401, 8.59428530526316, 14.5665852631579, 30-AUG-2023 , 09:26:47 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 33, B3-V2-4-0, 10000, 10000, All Events, 1, 0.2, 1143.21993656963, 8.74722324210526, 14.8258021052632, 30-AUG-2023 , 09:27:27 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 34, B3-3-4-0, 10000, 10000, All Events, 1, 0.2, 1122.16192020681, 8.9113699368421, 15.1040168421053, 30-AUG-2023 , 09:28:03 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 35, B3-V3-4-0, 10000, 10000, All Events, 1, 0.2, 1095.98802485182, 9.12418728421052, 15.4647242105263, 30-AUG-2023 , 09:28:53 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 36, B3-4-4-0, 10000, 10000, All Events, 1, 0.2, 1137.0970803024, 8.79432387368421, 14.9056336842105, 30-AUG-2023 , 09:29:45 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 37, B3-V4-4-0, 10000, 10000, All Events, 1, 0.2, 1128.7268540895, 8.85953936842105, 15.0161684210526, 30-AUG-2023 , 09:30:25 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 38, B3-1-5-0, 10000, 10000, All Events, 1, 0.2, 1151.17620059002, 8.68676749473684, 14.7233347368421, 30-AUG-2023 , 09:31:05 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 39, B3-V1-5-0, 10000, 10000, All Events, 1, 0.2, 1077.13904757579, 9.28385246315789, 15.7353431578947, 30-AUG-2023 , 09:31:46 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 40, B3-2-5-0, 10000, 10000, All Events, 1, 0.2, 967.418312541891, 10.3367900631579, 17.5199831578947, 30-AUG-2023 , 09:32:29 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 41, B3-V2-5-0, 10000, 10000, All Events, 1, 0.2, 892.737260996381, 11.201504, 18.9856, 30-AUG-2023 , 09:33:13 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 42, B3-3-5-0, 10000, 10000, All Events, 1, 0.2, 915.847320732046, 10.9188505263158, 18.5065263157895, 30-AUG-2023 , 09:33:57 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 43, B3-V3-5-0, 10000, 10000, All Events, 1, 0.2, 961.373276591666, 10.4017869473684, 17.630147368421, 30-AUG-2023 , 09:34:40 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 44, B3-4-5-0, 10000, 10000, All Events, 1, 0.2, 803.376446087751, 12.4474647578947, 21.0973978947368, 30-AUG-2023 , 09:35:26 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 45, B3-V4-5-0, 10000, 10000, All Events, 1, 0.2, 761.254742697179, 13.1362071578947, 22.2647578947368, 30-AUG-2023 , 09:36:10 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 46, B14-1.2T-0-0, 10000, 10000, All Events, 1, 0.2, 905.877780541309, 11.0390167578947, 18.7101978947368, 30-AUG-2023 , 09:37:03 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 47, B14-1-0-0, 10000, 10000, All Events, 1, 0.2, 439.652374660773, 22.7452427789474, 38.5512589473684, 30-AUG-2023 , 09:38:19 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 48, B14-2-0-0, 10000, 10000, All Events, 1, 0.2, 417.747374727747, 23.9379122526316, 40.5727326315789, 30-AUG-2023 , 09:39:25 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 49, B14-3-0-0, 10000, 10000, All Events, 1, 0.2, 464.981373688031, 21.5062378105263, 36.4512505263158, 30-AUG-2023 , 09:40:40 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 50, B14-4-0-0, 10000, 10000, All Events, 1, 0.2, 410.390182258652, 24.3670546526316, 41.3000926315789, 30-AUG-2023 , 09:42:00 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 51, B14-1-1-0, 10000, 10000, All Events, 1, 0.2, 588.410387560627, 16.9949413052632, 28.8049852631579, 30-AUG-2023 , 09:43:07 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 52, B14-V1-1-0, 10000, 10000, All Events, 1, 0.2, 554.092409418326, 18.0475311157895, 30.5890357894737, 30-AUG-2023 , 09:44:15 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 53, B14-2-1-0, 10000, 10000, All Events, 1, 0.2, 597.1205544513, 16.747036968421, 28.3848084210526, 30-AUG-2023 , 09:45:09 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 54, B14-V2-1-0, 10000, 10000, All Events, 1, 0.2, 549.886718705322, 18.1855637894737, 30.8229894736842, 30-AUG-2023 , 09:46:05 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 55, B14-3-1-0, 10000, 10000, All Events, 1, 0.2, 553.791764409942, 18.0573288421053, 30.6056421052632, 30-AUG-2023 , 09:47:01 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 56, B14-V3-1-0, 10000, 10000, All Events, 1, 0.2, 523.376912993302, 19.1066891789474, 32.3842189473684, 30-AUG-2023 , 09:47:58 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 57, B14-4-1-0, 10000, 10000, All Events, 1, 0.2, 555.626925346724, 17.9976879157895, 30.5045557894737, 30-AUG-2023 , 09:48:50 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 58, B14-V4-1-0, 10000, 10000, All Events, 1, 0.2, 527.394884403746, 18.9611243789474, 32.1374989473684, 30-AUG-2023 , 09:49:57 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 59, B14-1-2-0, 10000, 10000, All Events, 1, 0.2, 841.149185312837, 11.8884975157895, 20.1499957894737, 30-AUG-2023 , 09:50:54 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 60, B14-V1-2-0, 10000, 10000, All Events, 1, 0.2, 812.105233081656, 12.3136751157895, 20.8706357894737, 30-AUG-2023 , 09:51:41 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 61, B14-2-2-0, 10000, 10000, All Events, 1, 0.2, 972.218426590517, 10.2857544421053, 17.4334821052632, 30-AUG-2023 , 09:52:24 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 62, B14-V2-2-0, 10000, 10000, All Events, 1, 0.2, 887.496225245003, 11.2676535578947, 19.0977178947368, 30-AUG-2023 , 09:53:09 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
 63, B14-3-2-0, 10000, 10000, All Events, 1, 0.2, 915.763147112171, 10.9198541473684, 18.508227368421, 30-AUG-2023 , 09:53:54 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B3_14_map.csv,
