Current Date: 30-Aug-2023
Instrument Serial Number: 8470H50282
Software Name: InCyte
Version Number: 3.4


,,,,,,,,,,,,Gains,,,,,High Calibration,,,,
 Sample Number, Sample ID, Number of Events,  Termination Count, Count Gate, Dilution Factor, Original Volume, Cells/µL,  Total Volume (µL), Acquisition Time (s), Date of Acquisition, Time of Acquisition, FSC Gain, SSC, GRN-B, YEL-B, RED-B,  SSC,  GRN-B,  YEL-B,  RED-B, YEL-B - %GRN-B, RED-B - %GRN-B, GRN-B - %YEL-B, RED-B - %YEL-B, GRN-B - %RED-B, YEL-B - %RED-B, Threshold Parameter, Threshold Value, Flow Rate (µL/s), High Concentration Warning Trigger, # of Errors & Warnings, User Login Name, User Full Name, WorkList,
 11, B1-V1-2-0, 10000, 10000, All Events, 1, 0.2, 614.775373089443, 16.2661037473684, 27.5696673684211, 30-AUG-2023 , 12:50:40 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 12, B1-2-2-0, 10000, 10000, All Events, 1, 0.2, 634.411345392588, 15.7626437052632, 26.7163452631579, 30-AUG-2023 , 12:51:28 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 13, B1-V2-2-0, 10000, 10000, All Events, 1, 0.2, 605.339620505328, 16.5196522105263, 27.9994105263158, 30-AUG-2023 , 12:52:30 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 14, B1-1-3-0, 10000, 10000, All Events, 1, 0.2, 829.614112139153, 12.0537968842105, 20.4301642105263, 30-AUG-2023 , 12:53:27 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 15, B1-V1-3-0, 10000, 10000, All Events, 1, 0.2, 825.458379297173, 12.1144811789474, 20.5330189473684, 30-AUG-2023 , 12:54:13 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 16, B1-2-3-0, 10000, 10000, All Events, 1, 0.2, 982.304213534986, 10.1801456842105, 17.2544842105263, 30-AUG-2023 , 12:54:56 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 17, B1-V2-3-0, 10000, 10000, All Events, 1, 0.2, 933.436784068725, 10.7130982736842, 18.1577936842105, 30-AUG-2023 , 12:55:39 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 18, B1-1-4-0, 10000, 10000, All Events, 1, 0.2, 831.653754591394, 12.0242347789474, 20.3800589473684, 30-AUG-2023 , 12:56:25 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 19, B1-V1-4-0, 10000, 10000, All Events, 1, 0.2, 804.023434828738, 12.4374484210526, 21.0804210526316, 30-AUG-2023 , 12:57:12 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 20, B1-2-4-0, 10000, 10000, All Events, 1, 0.2, 1106.25155375942, 9.03953532631579, 15.3212463157895, 30-AUG-2023 , 12:57:52 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 21, B1-V2-4-0, 10000, 10000, All Events, 1, 0.2, 1003.85032180018, 9.96164446315789, 16.8841431578947, 30-AUG-2023 , 12:58:34 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 22, B1-1-5-0, 10000, 10000, All Events, 1, 0.2, 997.050460257804, 10.0295826526316, 16.9992926315789, 30-AUG-2023 , 12:59:17 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 23, B1-V1-5-0, 10000, 10000, All Events, 1, 0.2, 833.06300000529, 12.0038940631579, 20.3455831578947, 30-AUG-2023 , 13:00:01 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 24, B1-2-5-0, 10000, 10000, All Events, 1, 0.2, 1033.0350966084, 9.68021322105263, 16.4071410526316, 30-AUG-2023 , 13:00:39 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 25, B1-V2-5-0, 10000, 10000, All Events, 1, 0.2, 918.05216651498, 10.8926272, 18.46208, 30-AUG-2023 , 13:01:31 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 26, B2-1.2T-0-0, 10000, 10000, All Events, 1, 0.15, 949.94622544407, 10.5269116631579, 17.8422231578947, 30-AUG-2023 , 13:02:22 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 27, B2-1-0-0, 10000, 10000, All Events, 1, 0.2, 546.682108253333, 18.2921662315789, 31.0036715789474, 30-AUG-2023 , 13:03:30 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 28, B2-2-0-0, 10000, 10000, All Events, 1, 0.2, 413.511170181593, 24.1831435789474, 40.9883789473684, 30-AUG-2023 , 13:04:37 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 29, B2-1-1-0, 10000, 10000, All Events, 1, 0.2, 769.9892516633, 12.9871942736842, 22.0121936842105, 30-AUG-2023 , 13:05:36 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 30, B2-V1-1-0, 10000, 10000, All Events, 1, 0.2, 775.486593838364, 12.8951294315789, 21.8561515789474, 30-AUG-2023 , 13:06:35 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 31, B2-2-1-0, 10000, 10000, All Events, 1, 0.2, 752.723493049786, 13.2850908631579, 22.5171031578947, 30-AUG-2023 , 13:07:23 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 32, B2-V2-1-0, 10000, 10000, All Events, 1, 0.2, 718.257729212251, 13.9225790315789, 23.5975915789474, 30-AUG-2023 , 13:08:12 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 33, B2-1.2T-0-4, 10000, 10000, All Events, 1, 0.2, 278.280000598226, 35.9350293894737, 60.9068294736842, 30-AUG-2023 , 13:09:38 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 34, B2-1-2-0, 10000, 10000, All Events, 1, 0.15, 935.966566564878, 10.6841423157895, 18.1087157894737, 30-AUG-2023 , 13:10:35 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 35, B2-1-2-4, 10000, 10000, All Events, 1, 0.2, 288.893596496205, 34.6148205473684, 58.669187368421, 30-AUG-2023 , 13:12:10 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 36, B2-V1-2-0, 10000, 10000, All Events, 1, 0.15, 938.694810278515, 10.6530896842105, 18.0560842105263, 30-AUG-2023 , 13:13:05 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 37, B2-V1-2-4, 10000, 10000, All Events, 1, 0.2, 287.38419306398, 34.7966250105263, 58.9773305263158, 30-AUG-2023 , 13:14:38 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 38, B2-2-2-0, 10000, 10000, All Events, 1, 0.15, 1091.20237269206, 9.16420294736842, 15.5325473684211, 30-AUG-2023 , 13:15:28 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 39, B2-2-2-4, 10000, 10000, All Events, 1, 0.2, 355.035874588736, 28.1661677473684, 47.739267368421, 30-AUG-2023 , 13:16:53 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 40, B2-V2-2-0, 10000, 10000, All Events, 1, 0.15, 1020.36141295765, 9.80044901052631, 16.6109305263158, 30-AUG-2023 , 13:17:47 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 41, B2-V2-2-4, 10000, 10000, All Events, 1, 0.2, 316.344953128787, 31.6110622315789, 53.5780715789474, 30-AUG-2023 , 13:19:18 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 42, B2-1-3-0, 10000, 10000, All Events, 1, 0.15, 1072.2214219312, 9.32643183157895, 15.8075115789474, 30-AUG-2023 , 13:20:11 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 43, B2-1-3-4, 10000, 10000, All Events, 1, 0.2, 343.712065765609, 29.0941197473684, 49.312067368421, 30-AUG-2023 , 13:21:37 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 44, B2-V1-3-0, 10000, 10000, All Events, 1, 0.15, 984.616582674519, 10.1562376421053, 17.2139621052632, 30-AUG-2023 , 13:22:31 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 45, B2-V1-3-4, 10000, 10000, All Events, 1, 0.2, 306.839500791796, 32.5903280842105, 55.2378442105263, 30-AUG-2023 , 13:24:03 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 46, B2-2-3-0, 10000, 10000, All Events, 1, 0.2, 1174.86575217161, 8.51161077894737, 14.4264589473684, 30-AUG-2023 , 13:24:54 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 47, B2-2-3-4, 10000, 10000, All Events, 1, 0.2, 404.3579400321, 24.7305642105263, 41.9162105263158, 30-AUG-2023 , 13:26:13 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 48, B2-V2-3-0, 10000, 10000, All Events, 1, 0.2, 1096.79908124166, 9.11744016842105, 15.4532884210526, 30-AUG-2023 , 13:26:53 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 49, B2-V2-3-4, 10000, 10000, All Events, 1, 0.2, 363.548062299849, 27.5066794105263, 46.6214905263158, 30-AUG-2023 , 13:28:02 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 50, B2-1-4-0, 10000, 10000, All Events, 1, 0.2, 766.906309119597, 13.0394024421053, 22.1006821052632, 30-AUG-2023 , 13:28:59 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 51, B2-V1-4-0, 10000, 10000, All Events, 1, 0.2, 739.391306925036, 13.5246383157895, 22.9231157894737, 30-AUG-2023 , 13:29:58 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 52, B2-2-4-0, 10000, 10000, All Events, 1, 0.2, 657.567177312018, 15.2075717052632, 25.7755452631579, 30-AUG-2023 , 13:30:49 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 53, B2-V2-4-0, 10000, 10000, All Events, 1, 0.2, 531.530325176959, 18.8136020210526, 31.8874610526316, 30-AUG-2023 , 13:31:46 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 54, B2-1-5-0, 10000, 10000, All Events, 1, 0.2, 586.208544319044, 17.0587755789474, 28.9131789473684, 30-AUG-2023 , 13:32:40 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 55, B2-V1-5-0, 10000, 10000, All Events, 1, 0.2, 521.367433107966, 19.1803311157895, 32.5090357894737, 30-AUG-2023 , 13:33:38 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 56, B2-2-5-0, 10000, 10000, All Events, 1, 0.2, 599.055976567332, 16.6929308631579, 28.2931031578947, 30-AUG-2023 , 13:34:31 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 57, B2-V2-5-0, 10000, 10000, All Events, 1, 0.2, 546.820533077402, 18.2875356631579, 30.9958231578947, 30-AUG-2023 , 13:35:25 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 2, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 58, B15-1.2T-0-0, 10000, 10000, All Events, 1, 0.2, 449.624335554623, 22.2407890526316, 37.6962526315789, 30-AUG-2023 , 13:36:28 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 59, B15-1-0-0, 10000, 10000, All Events, 1, 0.2, 165.767692070293, 60.3253859368421, 102.246416842105, 30-AUG-2023 , 13:38:46 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 60, B15-2-0-0, 10000, 10000, All Events, 1, 0.2, 169.437733402261, 59.0187309473684, 100.031747368421, 30-AUG-2023 , 13:41:00 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 61, B15-1-1-0, 10000, 10000, All Events, 1, 0.2, 253.852138327068, 39.3930106947368, 66.7678147368421, 30-AUG-2023 , 13:42:41 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
 62, B15-V1-1-0, 10000, 10000, All Events, 1, 0.2, 264.202818200179, 37.8497098105263, 64.1520505263158, 30-AUG-2023 , 13:44:23 , 39.7394499863515, 4.55515453902677, 4, 3.36358566101486, 6.16884330163176, Yes, Yes, Yes, Yes, ---, ---, ---, ---, ---, ---, GRN-B, 30, 0.59, 500, 1, DESKTOP-R0UF04H\User, Unknown, D:/fcm/B1_2_15_map.csv,
