dt,betap_1,betap_2,betap_3,bbp_1,bbp_2,bbp_3,betap_sd_1,betap_sd_2,betap_sd_3,betap_n,gamma_bbp,poc_1,poc_2,poc_3,cphyto_1,cphyto_2,cphyto_3
739104,0.00054377527514121,0.000787053754336284,0.000540694668762539,0.00367630552143207,0.00532104013368194,0.00365547844312049,3.82387798078762e-05,6.83556030021634e-05,3.59575905277885e-05,20,0.195497616173096,89.7910006305878,141.510213126809,114.200408774111,45.1762333639282,71.6721355257685,57.6812437611086
739104.020833333,0.000235025161404757,0.000325016999636278,0.000251225616514628,0.00158893634566853,0.00219734483148732,0.0016984628822597,2.43572911923007e-05,2.10883851233847e-05,4.29169982341217e-05,40,-0.0141570394023338,40.3756767427678,60.0574561405896,54.5391038387578,19.8606200002679,29.9436525161576,27.11658466986
739104.021527778,0.00024698401761484,0.000334199744736935,0.00024323309810741,0.00166978667323026,0.00225942668415465,0.00164442780399512,3.24950749600804e-05,2.75810270880642e-05,2.074015251654e-05,40,0.189729483102513,42.2896865735579,61.6762881870485,52.8917979378629,20.8411727729366,30.7729848560992,26.272665091929
739104.022222222,0.000242969573824923,0.000337472069324772,0.000248226329700192,0.00164264619343092,0.00228154991317983,0.00167818558172704,3.70706980546973e-05,6.05679502251642e-05,2.36368434759057e-05,40,0.107074796773064,41.6471765588813,62.2531683956504,53.9209328673361,20.5120130339302,31.0685222556165,26.7998938931148
739104.022916667,0.000240636530031466,0.000316186804166527,0.000244528311290122,0.00162687316701408,0.00213764646371519,0.00165318436133178,2.98812523748062e-05,2.0007561932276e-05,2.57974999965759e-05,40,0.093350464787822,41.2737738957925,58.5007752955658,53.1587491302269,20.3207177695467,29.1461604164863,26.4094249599448
739104.023611111,0.000233259286241549,0.000327041303113338,0.000249010292882904,0.00157699778040188,0.00221103055496535,0.0016834857274103,2.56074632213263e-05,2.95827829663519e-05,2.4590597846725e-05,40,-0.0028000416947742,40.0930491768072,60.4143219039862,54.0825123734651,19.715829080714,30.1264758789951,26.8826715414803
739104.024305556,0.000231739996938811,0.000328212078983226,0.000244198011655174,0.00156672630998452,0.00221894582804155,0.0016509513021487,2.21378833443569e-05,2.20520066469971e-05,2.01183182538274e-05,39,0.0369996738202845,39.8498875725392,60.6207187359379,53.0906723977139,19.5912566874922,30.2322135730156,26.3745490529635
739104.025,0.000236790023658174,0.000314177008696776,0.000234354506065616,0.00160086806294846,0.0021240588246294,0.0015844022411607,2.7913662196038e-05,1.91207385809495e-05,2.45771896305713e-05,40,0.167918054087849,40.6581421929488,58.1464671581192,51.0618669552982,20.005327867439,28.9646473328209,25.3351861564078
739104.025694444,0.000238240129868257,0.000314277743541022,0.000240165737658398,0.00161067180672002,0.00212473986343539,0.00162369027753808,2.4122498078462e-05,2.09338832085821e-05,1.68539951367148e-05,40,0.116633416981641,40.890231072774,58.1642257686735,52.2595965827474,20.1242276719004,28.9737451203755,25.948786509034
739104.026388889,0.0002306527110748,0.000321661278382777,0.000242193719248328,0.00155937548840808,0.00217465778200824,0.00163740086766096,2.41381570765193e-05,2.69188582698958e-05,2.75790081920671e-05,40,0.0376953007452488,39.6758679342027,59.4658738800996,52.6775757314698,19.5021059234132,29.6405832129317,26.162918435947
