dt,betap_1,betap_2,betap_3,bbp_1,bbp_2,bbp_3,betap_sd_1,betap_sd_2,betap_sd_3,betap_n,gamma_bbp,poc_1,poc_2,poc_3,cphyto_1,cphyto_2,cphyto_3
739098.045138889,8.92997094739018e-05,0.000112836472517358,8.80560193524816e-05,0.000603729205811965,0.000762854373668897,0.000595320980816555,1.78833688714598e-05,2.20444505915435e-05,4.61078653982612e-05,40,0.155385633414899,17.0523803762799,22.6520143941926,20.9088728455935,7.91202780808751,10.7807365126442,9.88772005518565
739098.045833333,8.92785906839848e-05,0.000114902407361605,7.58712509452639e-05,0.000603586427852893,0.000776821554638741,0.000512943326994041,1.82847388588129e-05,1.91282274596628e-05,1.34730884583038e-05,40,0.545060834171561,17.04900032297,23.0162193781166,18.3975191175719,7.91029619699989,10.9673197793869,8.6011462761225
739098.046527778,8.90472968905275e-05,0.000116274742203359,8.17847325351934e-05,0.000602022718194084,0.000786099508945668,0.000552922645682811,1.9418399081507e-05,2.2584779109902e-05,1.88524764386241e-05,40,0.354812727687472,17.0119818500742,23.2581491710002,19.61632308168,7.89133152625786,11.0912611120734,9.2255430723775
739098.047222222,8.75549531006105e-05,0.000110479877047606,7.95182141279758e-05,0.000591933418504388,0.000746922121260071,0.000537599377936374,1.61378317100118e-05,1.61096962677627e-05,1.34830289291374e-05,40,0.372456549619286,16.7731328636292,22.2365686614454,19.1491800666167,7.76896849962122,10.5679024620633,8.9862243545295
739098.047916667,9.57468266148455e-05,0.00011609977086372,8.10768944358539e-05,0.000647316278314324,0.000784916578916639,0.000548137159413312,3.57482797866577e-05,1.88624343062193e-05,1.34307805496915e-05,39,0.542254011025286,18.0842387221991,23.2273033608732,19.4704334110516,8.44065182339612,11.0754587143225,9.1508033721225
739098.048611111,8.91941155172363e-05,0.000108022546733608,8.00976773106875e-05,0.000603015315968741,0.000730308830045262,0.00054151695895827,1.5261752479415e-05,1.45732361743144e-05,1.23684626557418e-05,40,0.389285650376747,17.0354801085972,21.8033643181439,19.2686108982518,7.90336975206889,10.345970623928,9.0474091150349
739098.049305556,9.58985967273192e-05,0.000109972881577855,7.91604089034698e-05,0.000648342351635386,0.00074349447324076,0.000535180361510688,3.77352475464413e-05,1.6308873438921e-05,1.40891413449019e-05,40,0.598385263560998,18.1085294639048,22.1471901036344,19.0754342673994,8.45309604063396,10.5221135683654,8.94844416827758
739098.05,9.02027529338618e-05,0.00011596921641961,8.21794289549377e-05,0.000609834418405681,0.000784033938521476,0.000555591072684791,1.76512028716173e-05,2.11424755064365e-05,1.26354784364643e-05,40,0.370334454533247,17.1969120965072,23.2042878338585,19.6976723771311,7.9860718264241,11.0636677932595,9.2672185517434
739098.050694444,9.01816341439449e-05,0.000117110351263857,8.17848720861816e-05,0.000609691640446611,0.000791748817296562,0.000552923589146209,1.63734494955588e-05,2.12845213562954e-05,1.51699152274406e-05,40,0.385197387691749,17.1935320431973,23.4054592303143,19.6163518439743,7.9843402153365,11.1667284815607,9.22555780738404
739098.051388889,8.9319815354028e-05,0.000114667886108104,8.2688103678964e-05,0.000603865135784326,0.000775236025066962,0.000559030073650889,1.73937165087502e-05,1.59709385332464e-05,1.58635738330469e-05,40,0.328735776029368,17.0555983138103,22.9748754753314,19.8025132835678,7.91367636679231,10.946139178401,9.32092885136769
