dt,betap_1,betap_2,betap_3,bbp_1,bbp_2,bbp_3,betap_sd_1,betap_sd_2,betap_sd_3,betap_n,gamma_bbp,poc_1,poc_2,poc_3,cphyto_1,cphyto_2,cphyto_3
739112,0.000316386592694594,0.000406990654976382,0.000260241795814195,0.00213899717549344,0.00275154472897353,0.00175941863228459,3.18495619896947e-05,6.26442182133851e-05,1.91804828217793e-05,20,0.624292223794941,53.3975390848033,74.508644622391,56.3973923789871,26.5317577443844,37.347038176063,28.0685912641983
739112.000694444,0.000320619697264192,0.000398105193427534,0.000271220736715341,0.00216761595684199,0.00269147272341201,0.00183364403917511,3.70334232954858e-05,5.169761364216e-05,3.77286601798792e-05,39,0.549428998299042,54.0750456639143,72.942220884698,58.6602178378189,26.8788463245796,36.5445547642954,29.2278432920769
739112.001388889,0.000305452032602564,0.000394818921619448,0.000274974010946114,0.00206507181426711,0.00266925520131181,0.00185901882800576,2.34735676456192e-05,5.25646118856503e-05,5.58427247814892e-05,40,0.402479260437863,51.6474674104016,72.3628819116579,59.4337901304326,25.6351909634315,36.2477577326443,29.6241466151737
739112.002083333,0.000317219102556778,0.000396073654942395,0.000269173464667773,0.00214462553107139,0.00267773808616139,0.0018198030319127,2.5273222981008e-05,3.67478193774476e-05,2.65040270175717e-05,40,0.542781023345304,53.5307819328197,72.5840796570686,58.2382628102708,26.6000184408338,36.3610779774421,29.011674510941
739112.002777778,0.000314484097510992,0.000401258788265342,0.000268026604286867,0.00212613496224522,0.0027127932553387,0.00181204944445961,3.25528833840453e-05,5.45565389600604e-05,3.93603837258639e-05,40,0.536247475502895,53.0930455429063,73.4981701492186,58.0018880186579,26.37576482211,36.8293691806163,28.8905790214736
739112.003472222,0.000316793292464748,0.000405056721585461,0.000272196743902256,0.00214174675363524,0.00273846997120475,0.00184024253817688,3.18389555498442e-05,4.20710471959352e-05,6.07324748383376e-05,40,0.516562834579112,53.4626312093828,74.1677102596681,58.8613787631248,26.5651046280882,37.1723765158729,29.3308986159776
739112.004166667,0.000307332687418962,0.000384347454908408,0.00027023188352135,0.00207778637118336,0.00259846067892884,0.00182695869207835,2.81337325308442e-05,3.31531834361706e-05,5.14751951047902e-05,40,0.453082064849067,51.9484654108519,70.5168603027116,58.456409273536,25.7893931097118,35.302035522685,29.1234315750698
739112.004861111,0.00031219631698856,0.000399545326692893,0.00026720781801224,0.00211066794755932,0.00270120904302246,0.00180651387004147,2.9168127614976e-05,4.95715265091045e-05,2.74294800635489e-05,39,0.526379442132491,52.7268872470208,73.1961029053334,57.8331312647732,26.1881808679994,36.6746192578315,28.8041244483224
739112.005555556,0.000304805127326932,0.000388359721551474,0.000268758784550705,0.00206069827698918,0.00262558643967537,0.00181699950098053,2.25651961061312e-05,3.1522505499927e-05,4.43748552859637e-05,40,0.450918688684657,51.5439304972221,71.22418537267,58.152794755144,25.5821487033247,35.6644002019926,28.9678889790796
739112.00625,0.000308375372281146,0.000373892854874421,0.000266484552374928,0.00208483565843711,0.00252778018721407,0.00180162408270198,3.72438006711637e-05,2.23218706753853e-05,3.89893528801925e-05,40,0.4900875742594,52.1153466778876,68.6738121311232,57.6840618861925,25.8748868655253,34.3578366132848,28.727755774486
739112.006944444,0.000299965642234902,0.00036913638819454,0.000257771191990316,0.00202797993436115,0.00249562310777862,0.00174271560275343,2.95370460220226e-05,3.09211336041523e-05,2.72031216396329e-05,40,0.507795316212337,50.76937297438,67.8352915574928,55.8881861375383,25.1853406439321,33.9282600979575,27.8077234338033
739112.007638889,0.000301013787189116,0.000377442721517487,0.000262145831609411,0.00203506613569945,0.00255177979686323,0.00177229126115713,4.05827671656553e-05,3.59027773703246e-05,4.84021476760173e-05,40,0.478214696335914,50.9371281268139,69.2996204073476,56.789825557263,25.2712820937629,34.6784400033717,28.2696359165587
739112.008333333,0.00029554650714333,0.000384593054840434,0.000260078721228505,0.00199810345508783,0.0026001211082044,0.00175831613272791,2.20711874802056e-05,6.77958041646562e-05,3.47106693370643e-05,40,0.461330827689777,50.0620922896497,70.5601572728674,56.3637817304273,24.8229987033052,35.3242166857341,28.0513724317208
739112.009027778,0.000294703077097086,0.000371166588160553,0.000261999360843894,0.0019924012713408,0.00250934869569309,0.0017713010151702,2.03187067469693e-05,3.26133491302245e-05,4.06041373865406e-05,40,0.426842919330698,49.9271016708367,68.1931968167236,56.7596370554603,24.7538426188212,34.1116159975177,28.2541702597636
739112.009722222,0.00028824959128207,0.000372394644560423,0.000255517147898886,0.00194877114209657,0.00251765122567167,0.00172747667020593,2.2930817149224e-05,3.40041847371274e-05,3.00985988415921e-05,39,0.441156615763301,48.8942240213511,68.4096916701881,55.4236141536517,24.2246964113471,34.2225269371681,27.5697218626639
739112.010416667,0.000300792692005514,0.000380380854806447,0.000246719890082083,0.00203357137585766,0.00257164365630425,0.00166800098426751,3.43069673264432e-05,3.64702374632983e-05,2.83285319547956e-05,40,0.62874392352714,50.9017419370713,69.8175858166886,53.6104466418665,25.2531536464017,34.9437951808141,26.640830901712
739112.011111111,0.00029847803695927,0.000394698388126566,0.000263671279697471,0.00201792267038,0.00266844030963567,0.00178260436931994,2.71596871617961e-05,7.9800938263853e-05,3.91859948219905e-05,40,0.45600471642594,50.5312823851233,72.3416329845876,57.1042295422074,25.0633661463687,36.2368718458428,28.4307059874726
739112.011805556,0.000303939856913484,0.000376647921449513,0.000254957919316566,0.00205484843691018,0.00254640638616969,0.00172369588939644,3.8048677013207e-05,3.12782688407745e-05,3.51628036002105e-05,40,0.570199782664451,51.4054443369625,69.1595045916018,55.3083537943171,25.5112018428466,34.6066582656742,27.5106736471813
739112.0125,0.000303937126867698,0.000382642254772459,0.00025769655893566,0.00205482997986945,0.00258693231976741,0.00174221103050924,2.98252293010286e-05,4.17809630956002e-05,3.14744382970156e-05,40,0.546431553565801,51.4050073943,70.2162494727865,55.87280381809,25.5109779958567,35.1480317249847,27.7998430270559
739112.013194444,0.000298680021821454,0.000376036188092579,0.000265343198551049,0.00201928823093055,0.00254227063594243,0.00179390772346968,2.8397572749282e-05,3.49329748165175e-05,4.46200755267248e-05,40,0.428547670554644,50.5636099760818,69.0516617242199,57.4488220289546,25.0799276647257,34.5514100527743,28.6072417151817
739112.013888889,0.000296855775109002,0.000373004829107833,0.000251923716375272,0.00200695503269953,0.00252177650485093,0.00170318253114688,2.77194893855985e-05,3.32500651409438e-05,3.07873857403879e-05,39,0.543775342004517,50.2716400685854,68.5172614969419,54.6829864000809,24.9303506365798,34.2776352705644,27.1902961222122
739112.014583333,0.000300566136729882,0.000364789254738472,0.000255789727789238,0.00203203970193133,0.00246623341049458,0.00172931950308514,2.81118695091757e-05,3.25554845264202e-05,2.99766730954167e-05,40,0.529664508891781,50.8654818619304,67.0689326014534,55.4797945011924,25.2345775050232,33.5356521880526,27.5985032172131
739112.015277778,0.000299722706683639,0.000377719588058592,0.000260062117404626,0.0020263375181843,0.00255365161053387,0.0017582038791331,3.16824027574205e-05,3.52464972319334e-05,3.2305825501666e-05,40,0.488789081753409,50.7304912431175,69.3484293881502,56.3603595829062,25.1654214205392,34.7034449854189,28.0496192556471
739112.015972222,0.000302662426637853,0.000372269521381538,0.000262391757023721,0.00204621210460483,0.00251680530447146,0.00177395389092317,2.59677253513456e-05,3.01410000376624e-05,5.4967382520507e-05,40,0.485119690785653,51.2009921667251,68.3876336244172,56.8405122576912,25.4064604046474,34.2112265365159,28.2956028598015
739112.030555556,0.000295281305288068,0.00038042525960234,0.000248981015918134,0.00199631050294498,0.00257194386413602,0.00168328779441821,1.83985137072596e-05,2.78443898912427e-05,1.50831878419593e-05,13,0.564418312845422,50.0196468459385,69.8254139667483,54.0764782157229,24.8012537797167,34.947805564733,26.8795802250149
739112.03125,0.000334548965626897,0.000393978054463748,0.000290024078614152,0.00226178766440634,0.00266357034451782,0.00196076793171697,4.52744958753943e-05,3.67099483445885e-05,3.90994899434861e-05,40,0.474829183334685,56.304419118497,72.2146448993549,62.5356991927924,28.0209607939201,36.1718154824596,31.2132636002248
