dt,betap_1,betap_2,betap_3,bbp_1,bbp_2,bbp_3,betap_sd_1,betap_sd_2,betap_sd_3,betap_n,gamma_bbp,poc_1,poc_2,poc_3,cphyto_1,cphyto_2,cphyto_3
739113,0.000212412026528307,0.000215776238572092,0.000125334845412793,0.00143605555758637,0.00145880001081408,0.000847352215672608,5.77394599845199e-05,1.65580212786176e-05,1.55066392413208e-05,20,1.44752448448457,36.7564541600919,40.7993320337139,28.5922621127524,18.0064818024075,20.0776598312605,13.823942601282
739113.000694444,0.000200429321482521,0.000209979371895039,0.000130425235031888,0.00135504399502484,0.00141960909142864,0.000881766850391074,1.75887196173307e-05,1.6786339658008e-05,2.1387411590819e-05,40,1.20348774700916,34.8386273333294,39.7773986746804,29.6414218932061,17.0239735716612,19.5541204154419,14.3614301915478
739113.001388889,0.000199796066436277,0.000210424905215158,0.000136129124647276,0.00135076274295361,0.00142262121183869,0.000920329179068569,1.9389066631925e-05,3.14386139547543e-05,4.96178852463505e-05,40,1.08946818320468,34.7372751335358,39.855942030558,30.8170276963778,16.9720505465414,19.594358403848,14.9636964450026
739113.002083333,0.000197691586390491,0.000210754838538105,0.000122507764266371,0.00133653496915485,0.00142485179449352,0.000828239147272375,2.58929367266763e-05,1.97567787734518e-05,1.62518869950507e-05,40,1.31319092255739,34.4004540006802,39.9141061885005,28.0095837606318,16.79949610591,19.6241560702043,13.5254347960687
739113.002777778,0.000212562779421628,0.000220581756476436,0.000128256224398286,0.00143707475378639,0.00149128871122528,0.000867102804170354,4.64874544761161e-05,2.26401627043107e-05,1.91141626525565e-05,39,1.38588713335305,36.7805820963065,41.6464998792885,29.1943758141367,18.0188426139213,20.5116663690175,14.1324071921408
739113.003472222,0.000204201551298461,0.000221587505181171,0.000140868543500853,0.00138054693702022,0.00149808828392639,0.000952371003138745,1.66486429433836e-05,3.73495938529246e-05,3.87958969036194e-05,40,1.05325544699861,35.4423711048802,41.8238039660362,31.7938503005348,17.3332732521813,20.602499765518,15.4641254906132
739113.004166667,0.000202727596252675,0.000220645838504118,0.000127962933119948,0.00137058195824888,0.00149172195106343,0.00086511994765732,1.47211285220827e-05,2.76544405366941e-05,1.56166861982732e-05,40,1.26336076388492,35.2064652290826,41.6577969412102,29.1339267255177,17.2124179896424,20.5174538865172,14.1014389491897
739113.004861111,0.000203565566206889,0.000210340571827065,0.000127122822739043,0.00137624722791137,0.00142205105847854,0.000859440207196276,1.72603123303197e-05,1.5230891334963e-05,1.80445664927675e-05,40,1.30686993000983,35.3405819624973,39.8410748432697,28.9607749456459,17.2811263801091,19.5867419007962,14.0127327915124
739113.005555556,0.000197047411160645,0.000208127305147184,0.000124953462354431,0.00133217988891764,0.00140708781007867,0.000844773796411318,1.50374915887304e-05,1.60738871742928e-05,1.63151219880186e-05,40,1.26270506477282,34.2973540301633,39.4508966351765,28.5136567807992,16.7466776927931,19.386852476183,13.7836728623531
739113.00625,0.000202719406114859,0.000215508838470131,0.000129737101973526,0.00137052658712361,0.00145699219696852,0.000877114584137741,2.33017249215774e-05,2.05212271828409e-05,1.89293672659401e-05,40,1.23889056521432,35.2051544010218,40.7521918975633,29.4995935495119,17.2117464486352,20.0535098031557,14.2887711208288
739113.006944444,0.000213193091453231,0.000220377592842882,0.000141966639024811,0.00144133610899678,0.00148990842063903,0.000959794905663069,4.06430186360761e-05,1.37974432034311e-05,2.08221080101177e-05,39,1.15056906248965,36.8814632678633,41.6105077408705,32.0201743631392,18.0705243299129,20.4932274923972,15.5800719625374
739113.007638889,0.000209019196022829,0.000219983505113197,0.000132249131208008,0.00141311762331319,0.00148724410881244,0.000894097678748524,2.70291352707714e-05,1.54141217382676e-05,1.60928612645456e-05,40,1.26926570292305,36.2134330862024,41.5410337612558,30.0173378161309,17.7282905355423,20.4576357716841,14.5540130062151
739113.008333333,0.000213009790977043,0.000220197838436144,0.000142554270827103,0.00144009686811273,0.00148869315369292,0.000963767712331732,1.91243700098688e-05,1.64092001466121e-05,3.74339361960597e-05,40,1.1381929765821,36.8521261049066,41.5788187207649,32.1412887961813,18.0554948164712,20.4769931157352,15.6421192369136
739113.009027778,0.0002094340859308,0.000226885771756263,0.000142838910442491,0.00141592257258025,0.00153390831391759,0.000965692077483123,1.31660262237444e-05,1.73883293372657e-05,2.68763167628378e-05,40,1.08138426918037,36.2798360388428,42.7578387920521,32.1999547252624,17.7623089602533,21.0810085086215,15.6721739620755
739113.009722222,0.000212794155885013,0.00022224490507921,0.000131160300061586,0.00143863902235239,0.00150253277227559,0.000886736409969872,2.31005870290455e-05,2.27200578831741e-05,1.88077945496994e-05,40,1.33362904762684,36.817613800489,41.9396974173537,29.7929231972093,18.0378140630898,20.6618723158547,14.4390447478127
739113.010416667,0.000202282675839227,0.000223499638402156,0.000130013439680681,0.00136757398152148,0.00151101565712518,0.000878982822516784,1.63756211259135e-05,2.76003170119455e-05,1.77096960170903e-05,40,1.21684967420876,35.1352559068616,42.1608951627643,29.5565484055965,17.1759372478926,20.7751925606525,14.3179492583452
739113.011111111,0.00020692535220324,0.000225951869158173,0.000135856284424274,0.00139896175792748,0.00152759447172065,0.000918484586156487,1.58279485839677e-05,2.7861193993991e-05,1.99367472393449e-05,39,1.17070263562695,35.8783142768088,42.5932005017057,30.7607936927192,17.5566082001445,20.9966638362537,14.9348876022691
739113.011805556,0.000211524915747198,0.000225546705045223,0.000135183968915163,0.00143005806117231,0.00152485527570785,0.000913939257725279,2.24129320557486e-05,1.91915916346285e-05,1.89261086757847e-05,40,1.24120608357402,36.6144724583124,42.5217738593531,30.6222254406373,17.9337441658977,20.9600717607719,14.8638986859129
739113.0125,0.000212362885701411,0.000227032638368169,0.000144773358534258,0.0014357233308348,0.00153490123610613,0.000978770314993719,2.04870481114378e-05,1.999857256648e-05,3.6959665310864e-05,40,1.08509058032172,36.7485891917271,42.7837300016308,32.5986560599587,18.0024525563644,21.0942726501801,15.8764298091011
739113.013194444,0.000225391005655168,0.000237766571688289,0.000158145998149646,0.00152380263769081,0.00160747021843286,0.0010691788184723,2.83824719718308e-05,2.2320556980582e-05,4.13212605075418e-05,40,1.01568568629537,38.8337342281878,44.6760220180909,35.3548371566549,19.0706783899141,22.0636993237479,17.2884293573098
739113.013888889,0.000217611800609381,0.000231854105011236,0.000146569637768741,0.00147120970864535,0.00156749776127307,0.000990914433289734,1.8822537223492e-05,2.53388601832291e-05,2.36781432626161e-05,40,1.11542062297576,37.5886757818112,43.6337094606239,32.9688799658488,18.4328313464508,21.529719585624,16.066096586977
739113.014583333,0.000226436420563595,0.000234149238334182,0.000141639527387836,0.00153087038198838,0.00158301448609176,0.000957583399601442,2.58212599821802e-05,1.68061165718407e-05,1.33843494859092e-05,40,1.30267334994274,39.0010524379592,44.0383199919361,31.9527546960972,19.1563959927551,21.7370027311685,15.5455326720976
