stn,lat,lon,dt,bbp_470,bbp_532,bbp_660,ap_470,ap_532,ap_660,cp_470,cp_532,cp_660,poc_cp_660,chl_ap676lh,gamma_cp
4,33.54503,-118.402,2023-08-02T00:00:00Z,0.00210301580929394,0.00284253845271111,0.00212407364059954,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:00:59Z,0.0016055469448036,0.00227299750769712,0.00168940787594911,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:02:00Z,0.00135389926020335,0.00202563048056731,0.0014933940420561,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:02:59Z,0.00125713312828963,0.00184968398237139,0.00137990868335293,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:04:00Z,0.0013521927726094,0.0018910049854433,0.00149385521144387,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:04:59Z,0.00151261527399221,0.00222540265387763,0.0016713997139382,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:06:00Z,0.00156220510468626,0.00222999138155534,0.00171690929129171,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:06:59Z,0.00147538549450317,0.00215720786957292,0.00159720239161241,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:08:00Z,0.00135388057774832,0.00196048048233462,0.00149220739792576,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:08:59Z,0.0012832741623276,0.00188893941501911,0.00147115889446624,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:09:59Z,0.00126181740920754,0.00185132510286535,0.00140398945189943,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:11:00Z,0.0012957769914677601,0.0019020245592294,0.00144673389993021,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:11:59Z,0.00134820868551342,0.00198476706434158,0.00145560551375761,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:13:00Z,0.00117613317475817,0.00172441448649958,0.00132898579075221,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:13:59Z,0.00109215542792669,0.0016376434522994,0.00120649603656222,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:15:00Z,9.9254743266136e-4,0.00150929060061806,0.00108888070906293,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:15:59Z,9.5830229445907e-4,0.00142165787090624,9.9475125559955e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:17:00Z,8.8427106935821e-4,0.00130901593243224,9.7942798785311e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:17:59Z,8.9549574480556e-4,0.00134486617108373,9.9728627197937e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:18:59Z,8.5414594822425e-4,0.0012814611123766,9.7228505158411e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:20:00Z,8.5684503361679e-4,0.00131965596435113,9.4382741955473e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:20:59Z,8.3320223178866e-4,0.00126260340500616,8.6040397964221e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:22:00Z,7.8125009885712e-4,0.00120769506466627,8.6548240322556e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:22:59Z,7.4132123397555e-4,0.00114897923262205,8.6951504073819e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:24:00Z,7.1986448085549e-4,0.00113637412924733,8.1547996245432e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:24:59Z,8.1350319349946e-4,0.00126757197636888,9.2043982024641e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:26:00Z,0.00111033513578335,0.00160040656927137,0.00121826744829857,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:27:00Z,0.00138869496625786,0.00201373955291451,0.00152577302896096,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:27:59Z,0.00157983145234928,0.00225345091408931,0.00172884180214589,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:29:00Z,0.00166122829209402,0.00234412903352561,0.00177094814340989,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:29:59Z,0.00165398085573199,0.00237841619661156,0.00190632442373266,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:31:00Z,0.00215968975435902,0.00300901668153939,0.00241222803331986,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:31:59Z,0.00250909616864764,0.00355990031348405,0.00280614390533669,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:33:00Z,0.00162138117132483,0.00234512979772626,0.00179987627913344,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:33:59Z,9.244717941845e-4,0.00141750427605161,9.9544536832042e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:35:00Z,6.1314497922443e-4,0.00101022259664965,6.6074966379927e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:36:00Z,5.4479748080285e-4,8.835129782206e-4,5.7768072762678e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:36:59Z,5.4891749787119e-4,9.178001413234e-4,5.9484772942236e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:38:00Z,5.6298403664622e-4,9.1926271788688e-4,6.2584037781228e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:38:59Z,4.7616442646313e-4,8.4022690370971e-4,5.2963707737614e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:40:00Z,4.2628903985093e-4,7.502495606917e-4,5.4058253819558e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:40:59Z,5.2575721575631e-4,8.5820166886718e-4,5.787538877118e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:42:00Z,6.1214553343913e-4,9.8060220616982e-4,7.4911968909912e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:42:59Z,6.2194927721069e-4,0.00103354607870635,6.7365485858342e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:44:00Z,5.8059948062938e-4,9.3976124395033e-4,6.2515003894499e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:45:00Z,6.2450558462022e-4,9.2481152726942e-4,6.4577345239398e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:45:59Z,5.5757901789838e-4,9.4827739811206e-4,6.3252403163958e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:47:00Z,5.5175251321216e-4,0.00104653042211363,6.2134845785794e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:47:59Z,6.5960054261416e-4,9.7687306122858e-4,6.9727445776143e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:49:00Z,6.0104999419179e-4,9.7282479452827e-4,6.5936930054607e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:49:59Z,6.1526610472217e-4,9.6963822330591e-4,6.8114485119357e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:51:00Z,5.9238841995024e-4,9.6015927104541e-4,6.5821747780964e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:51:59Z,5.4677582836545e-4,9.2879726110326e-4,6.4565933938592e-4,0.0254740105955288,0.0128207984296337,0.00874097335619094,0.229962740498135,0.21764904732643,0.193708739252281,73.7341790110134,0.25489829548438,0.469937470361892
4,33.54503,-118.402,2023-08-02T00:53:00Z,5.0542603178414e-4,8.4976144690923e-4,5.8263759080319e-4,0.0245644549308783,0.0126222246393038,0.00833578667946652,0.226307361116093,0.213891665238176,0.19023014245263,72.4294850365532,0.240697293458471,0.476221779737581
4,33.54503,-118.402,2023-08-02T00:53:59Z,5.4649027242338e-4,8.9655321440156e-4,5.8459638132379e-4,0.0255085117753416,0.0132981917698476,0.00887994625383695,0.228902077362423,0.216882219196744,0.192692130650319,73.3729136758493,0.266547595508999,0.469759988226201
4,33.54503,-118.402,2023-08-02T00:54:59Z,5.5203122114359e-4,9.6757265288172e-4,6.6812648684547e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:56:00Z,5.9451639345863e-4,9.7059830501073e-4,6.5902476007517e-4,0.0256553124045619,0.013363875054233,0.0091343857811581,0.241455661471233,0.228556992851293,0.204047239566964,77.7288728885458,0.258772631422406,0.456384517123078
4,33.54503,-118.402,2023-08-02T00:56:59Z,6.100038639334e-4,0.00100097777924182,6.8863484382301e-4,0.0252866164184024,0.0130570606798155,0.00898528981838404,0.240272232636301,0.227243922723037,0.203423471948566,77.4995699171841,0.251638087250928,0.456280384926592
4,33.54503,-118.402,2023-08-02T00:58:00Z,6.4283398765814e-4,0.00104967329257788,7.1505439371765e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T00:58:59Z,6.8502768680891e-4,0.00105626596326672,7.3610321167782e-4,0.026537228825929,0.0128326833356304,0.00891892293353839,0.251952120688487,0.238690000378603,0.213960198665761,81.4180965922994,0.217222330382787,0.462709217601413
4,33.54503,-118.402,2023-08-02T01:00:00Z,6.9341049890466e-4,0.00109602389078994,7.5810918978817e-4,0.0262252499420568,0.0124489984073728,0.00841731272067808,0.250593976535547,0.236720307253491,0.211549445877764,80.5615062129457,0.20979298508911,0.466142878542126
4,33.54503,-118.402,2023-08-02T01:00:59Z,6.5063977064755e-4,0.00103340036985716,7.296515577395e-4,0.0266599727662435,0.012653810479898,0.00840651048662168,0.247459981192212,0.233422015648048,0.208245351077643,79.2870871229461,0.194372732306282,0.482357977433679
4,33.54503,-118.402,2023-08-02T01:02:00Z,4.4304096802115e-4,7.8477085864717e-4,5.6639387122728e-4,0.0216639056939688,0.0102177202523597,0.00724498017944951,0.218102583278339,0.205637754441807,0.183034061016725,69.7153182590813,0.15004117197558,0.4719982866754
4,33.54503,-118.402,2023-08-02T01:02:59Z,3.9600744476055e-4,7.0964273334172e-4,5.1927161626951e-4,0.0213573155198647,0.00938830298967373,0.00693500800497968,0.211462687103584,0.200434107683283,0.179027043828125,68.1847107169745,0.134008975559451,0.45644265503094
4,33.54503,-118.402,2023-08-02T01:03:59Z,4.0581118850817e-4,6.5483459015238e-4,4.5071960904133e-4,0.0203581577506195,0.00962266045598351,0.0072716998608964,0.210205016743154,0.199528322887495,0.178720212723334,68.0689481189643,0.130822384859019,0.452873308021485
4,33.54503,-118.402,2023-08-02T01:05:00Z,3.7298698200562e-4,7.2350941532635e-4,4.5198711723124e-4,0.0212638414848804,0.00941132113003305,0.0075123770747497,0.218980919361082,0.204690711896015,0.179228264658273,68.3384897429629,0.13609552929348,0.551580012952433
4,33.54503,-118.402,2023-08-02T01:05:59Z,3.8082328191837e-4,7.362541910594e-4,4.5038314497063e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:07:00Z,4.1106658131024e-4,7.0298843523982e-4,4.7526060351221e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:07:59Z,3.9802611583234e-4,7.2964057547018e-4,4.735502801238e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:09:00Z,4.3067406882941e-4,7.4655355264955e-4,5.0406434843863e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:09:59Z,5.0726160136374e-4,8.566498798638e-4,5.4473494947737e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:11:00Z,5.3411652524494e-4,8.839032029975e-4,5.8609683284679e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:12:00Z,5.7518076586024e-4,9.189719038578e-4,6.1225050492194e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:12:59Z,5.2530537924804e-4,9.5560368028364e-4,5.9208826086073e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:14:00Z,5.0953235285513e-4,9.0782937708025e-4,6.4243681452901e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:14:59Z,5.4713534964475e-4,9.1650614848384e-4,6.2872653886821e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:16:00Z,5.3340263540172e-4,9.7484062772033e-4,6.1870310232366e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:16:59Z,6.1425296296345e-4,9.2237709787087e-4,6.7319934997602e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:18:00Z,6.3968695514491e-4,0.00100824575406359,7.3806483256932e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:18:59Z,6.23913928752e-4,0.00101752370838736,7.2827182346833e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:20:00Z,5.7688040549141e-4,9.791278584761e-4,6.5488083994467e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:21:00Z,4.8011427355376e-4,8.1021520023244e-4,6.0222832632216e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:21:59Z,4.472900670512e-4,8.2418238120228e-4,5.6754915331665e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:23:00Z,4.1483020198005e-4,7.6500564224865e-4,5.016027487195e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:23:59Z,4.6547662289457e-4,8.0913216553616e-4,5.7630571065331e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:25:00Z,4.8380595672095e-4,8.1528396876256e-4,5.3886140832507e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:25:59Z,4.1261659494776e-4,7.4328199453763e-4,4.9657812966278e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:27:00Z,4.4089245050476e-4,7.6584609102527e-4,4.8401999123907e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:27:59Z,4.3222408249087e-4,7.6887174315429e-4,4.9496545205852e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:29:00Z,4.2213478277724e-4,7.7580508413818e-4,5.0107193654391e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:30:00Z,4.0351989303272e-4,7.9055380288237e-4,4.9335277443496e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:30:59Z,4.8437022059446e-4,8.0452098385221e-4,5.340233754737e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:32:00Z,4.6163827238073e-4,8.7311565128889e-4,5.6934096972737e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:32:59Z,4.2724739762024e-4,7.7305847492485e-4,5.2273274522061e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:34:00Z,4.1715809793054e-4,7.5810875824394e-4,5.3851718235483e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:34:59Z,3.658617796186e-4,7.2909136160798e-4,4.5475696385167e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:36:00Z,3.9555856685141e-4,6.9538473834279e-4,4.6017216602566e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:36:59Z,3.5989249699725e-4,7.2498267479953e-4,4.2894940467356e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:38:00Z,3.8958928420612e-4,6.7330068270757e-4,4.5095538276462e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:38:59Z,3.5818600937936e-4,6.224002284068e-4,4.1212851577502e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:39:59Z,3.3815018793511e-4,6.4261971155456e-4,4.0786576530019e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:41:00Z,6.7021394894982e-4,0.00112139620042416,7.143610102678e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:41:59Z,3.7622978726366e-4,6.7758791346334e-4,4.7607260309473e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:43:00Z,3.2209160560012e-4,6.0089671259235e-4,4.1650726616541e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:43:59Z,3.7168143629418e-4,6.2502388462868e-4,4.0394912774169e-4,0.0209682904049803,0.0108900181331151,0.00796251058118538,0.175409938267367,0.164318189151652,0.144812781733477,55.0751829781642,0.259991522738382,0.546010941567262
4,33.54503,-118.402,2023-08-02T01:45:00Z,3.5875027325288e-4,6.8979102093093e-4,4.4047203479635e-4,0.0225611698676099,0.0122466080080752,0.00876896898842085,0.179709858428403,0.167949364353005,0.147069877118508,55.9532823762349,0.261946574819483,0.559697435371154
4,33.54503,-118.402,2023-08-02T01:45:59Z,3.7707960705532e-4,7.3267509953468e-4,4.845990474692e-4,0.0226175898954083,0.0123077240492565,0.00871912443990933,0.185053889750399,0.172916285625495,0.151576631454601,57.6150548324607,0.261441519742135,0.569185798193572
4,33.54503,-118.402,2023-08-02T01:47:00Z,4.5792993461705e-4,7.8102994257569e-4,5.1490041354773e-4,0.0241744319841793,0.0128614975782874,0.00909530713550763,0.19146253088049,0.179156319446314,0.156169961286749,59.3901422429312,0.265310151884704,0.580925382374532
4,33.54503,-118.402,2023-08-02T01:47:59Z,4.3078945481771e-4,7.2778487495189e-4,5.1409407474559e-4,0.0230347844165357,0.0122956342436092,0.00879805525806188,0.188057653233213,0.175309585350451,0.15371797161289,58.4804013982348,0.259206886812539,0.57037401247193
4,33.54503,-118.402,2023-08-02T01:48:59Z,3.9654431661542e-4,6.9173363834682e-4,4.6835438442989e-4,0.0224096150227085,0.011961667757507,0.00857474548888462,0.181299000112595,0.169146653953404,0.148609853651473,56.4629569374325,0.255406933271374,0.572549311128317
4,33.54503,-118.402,2023-08-02T01:50:00Z,3.5268056401624e-4,6.5247609294078e-4,4.5311974262329e-4,0.0212420012674729,0.0118106269822963,0.00832596362525149,0.172530757218701,0.160698017424383,0.140808568890443,53.4903019346578,0.252086442161309,0.575989093008951
4,33.54503,-118.402,2023-08-02T01:50:59Z,3.7494478556022e-4,6.8059111156927e-4,4.05217579395e-4,0.0202506336391992,0.0108806349088265,0.00783575201981614,0.165921224694762,0.154905024250607,0.136134792756091,51.732054188808,0.215273792426046,0.564759732654219
4,33.54503,-118.402,2023-08-02T01:52:00Z,3.3217405730311e-4,6.8205368813275e-4,4.2238458117129e-4,0.0191951562950307,0.0109624573175783,0.00750227891732968,0.166420677565771,0.154003699968993,0.135733643934053,51.5798614707838,0.19913530163321,0.563971698879237
4,33.54503,-118.402,2023-08-02T01:52:59Z,3.5902898118431e-4,6.5147321596495e-4,4.45773123943e-4,0.0204442095327949,0.0110453922117746,0.00747109788003755,0.172046832476128,0.159133105772261,0.140407111601761,53.3683030029838,0.213467988237881,0.572885074658625
4,33.54503,-118.402,2023-08-02T01:54:00Z,3.7788181613046e-4,7.0529882340952e-4,4.6501397271134e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:54:59Z,3.8005740037928e-4,7.1770292883068e-4,4.6835532789329e-4,0.0197116187860902,0.0101498794960349,0.00631682113985231,0.172427571846178,0.159358842912208,0.139633824574908,53.1419927311979,0.174908617046865,0.581052794763162
4,33.54503,-118.402,2023-08-02T01:56:00Z,4.1685884599111e-4,7.7699930071252e-4,4.9450899998773e-4,0.0202457416404735,0.0105765655468089,0.00666547927199051,0.173747660569602,0.160718006194839,0.141095560660999,53.658314111343,0.187771237504926,0.572831343813812
4,33.54503,-118.402,2023-08-02T01:57:00Z,3.9682302454685e-4,6.964004109698e-4,4.6397752094701e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T01:57:59Z,5.0325012227305e-4,8.4322901357825e-4,5.4405121483458e-4,0.0206064694947767,0.0105201139158525,0.00635556453359538,0.177297424148743,0.163890014101607,0.143724232503764,54.7009072608701,0.184807135810779,0.572109158566997
4,33.54503,-118.402,2023-08-02T01:59:00Z,5.5834150894266e-4,9.5777409427722e-4,6.2862710646556e-4,0.0228524883723372,0.0113878732632796,0.00674412721476764,0.194707908318611,0.179755076109568,0.157591085173287,59.960751150391,0.193126150063018,0.592721412679782
4,33.54503,-118.402,2023-08-02T01:59:59Z,6.1948096374688e-4,9.5927674970092e-4,6.4474832215185e-4,0.0219692266000613,0.0108878449991016,0.00653232684892845,0.193091946490863,0.177793383971002,0.155789120311858,59.2648854734663,0.195574996766007,0.585499087717734
4,33.54503,-118.402,2023-08-02T02:01:00Z,5.9660327897495e-4,9.8985661823312e-4,6.556937829713e-4,0.0226622922471293,0.0112043894779271,0.00659893418266162,0.194366162573796,0.17916691404485,0.156730367800337,59.6179109571604,0.189359464582089,0.594167674449207
4,33.54503,-118.402,2023-08-02T02:01:59Z,5.5525348241757e-4,9.2019925734808e-4,6.6663924379074e-4,0.0219550873304956,0.0107393526114964,0.00619845098313018,0.190481810755577,0.175318665417984,0.153325204358906,58.3225013473166,0.17503826994087,0.597138192559341
4,33.54503,-118.402,2023-08-02T02:03:00Z,4.911687790234e-4,8.6148342528702e-4,5.9255697791712e-4,0.0202658830824016,0.00943601452390418,0.00569067236957291,0.182192847058769,0.168147065773411,0.14769609222597,56.164019317893,0.166401179601166,0.578876199767332
4,33.54503,-118.402,2023-08-02T02:03:59Z,4.6544923089986e-4,8.2777680202183e-4,5.6282313235417e-4,0.0208889551245526,0.0101961027669621,0.00589428429703489,0.181960595879347,0.168032434495454,0.147083845124101,55.9303614373651,0.168065922068544,0.583999291398085
4,33.54503,-118.402,2023-08-02T02:05:00Z,4.2125757099088e-4,7.635902055572e-4,5.0038631499361e-4,0.0177979014423789,0.00849113941063266,0.00494148947115063,0.17055467777986,0.157869839457554,0.138633958398209,52.7243657602142,0.141359386254396,0.565267670983701
4,33.54503,-118.402,2023-08-02T02:06:00Z,3.6143566262412e-4,6.7673901361973e-4,4.6501585963813e-4,0.016199128372524,0.00766558245239951,0.00431017057097549,0.161709676663861,0.148957013341535,0.131890202058755,50.1811676424825,0.136725605954073,0.54965202987626
4,33.54503,-118.402,2023-08-02T02:06:59Z,3.413998412038e-4,6.1567856825248e-4,4.0683308738946e-4,0.0146565474369674,0.00698145684370994,0.00418920747928813,0.153302470599194,0.142546181544937,0.125833090399258,47.8434853181999,0.119531954421176,0.526220828871772
4,33.54503,-118.402,2023-08-02T02:08:00Z,2.9327329355327e-4,6.2902452687202e-4,4.3615956811055e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,33.54503,-118.402,2023-08-02T02:08:59Z,2.942235399602e-4,5.3576071731575e-4,3.2572294173757e-4,0.0138745093601406,0.00638868024706508,0.00381081590660903,0.144227329747664,0.134122751602008,0.120016853883835,45.6073266225978,0.102754632939418,0.492957289410514
4,33.54503,-118.402,2023-08-02T02:10:00Z,2.6992492351247e-4,5.4660174718822e-4,3.6017200180018e-4,0.0135112392783572,0.00595242006908755,0.00372887917761098,0.140255044834087,0.131433593817086,0.117289170684859,44.5985259006353,0.101535860698414,0.479335129352602
